title,label
늘어나는 반도체 수출   9만전자  가나,2
"뉴욕증시, 美 상원 결선투표 결과 고용통계에 주목",1
"상하이증시, 中 제조업 경기확장 8개월 연속 이어갈까",2
석유기업 주가 반등해도 친환경펀드에 뭉칫돈,1
 디지털 엘도라도를 찾아서  비트코인 3만달러 돌파 개미들 채굴업체 주식 매수,2
" 2021경제설문 전문가 60  ""올해 증시 2800 3200 이상 간다""...83  ""개인 공매도 허용해야""",2
" 주간HOT종목 한화솔루션, 태양광 수소산업 투자 계획 시장 관심  UP ",2
SPV 매입기한 연장 등 올해 채권시장 이슈에 주목,1
주목할 ESG 이슈는   에너지 전환 플랫폼 산업 주주권 강화 ,1
" 이번 주 증시캘린더 티와이홀딩스 이디티, 일반공모 유상증자 진행",1
"올해 증시 변수,  공매도   원달러환율   동학개미 운동 .",1
"땡큐 차이나  테슬라, 지난해 판매량 50만대 육박",2
" 신년사  나재철 회장 ""올해 K 뉴딜 사업 내부통제 강화 지원할 것""",1
 표 주간 코스닥 기관 외국인 개인 순매수 도 상위종목 12월 28 30일 ,1
온라인 콘서트 전성시대 엔터주에겐 또 다른 기회,2
 표 주간 유가증권 기관 외국인 개인 순매수 도 상위종목 12월 28 30일 ,1
 표 주간 유가증권 코스닥 투자주체별 매매동향 12월 28 30일 ,1
" 신년사 이명호 예탁원 사장 ""비시장성자산 관리시스템 벤처넷 구축""",1
" 신년사 나재철 금투협회장 ""뉴딜펀드 활성화 퇴직연금 선진화 지원""",1
 표 유가증권 코스닥 유무상증자 일정,1
"티씨케이, 한주만에 주가 15.3  오른 이유는",1
경남 창원시 종교시설 11명 집단감염,0
충북 충주시 종교시설 25명 집단감염 발생,0
경기 용인시 수지구 종교시설 집단감염 28명 발생,0
경기 고양시 덕양구 요양병원 10명 확진,0
"외국인, 2주 연속  사자  코스닥 위주로 순매수",1
"나재철 금투협회장 ""자금공급 강화, 과세개선 지원""",1
이제는 전기차 시대 현대모비스 성장궤도 본격화,2
2월 되면 100만원 돈 돌려주는데  연금  왜 안해요 ,1
" 신년사  나재철 금투협회장  자본시장, 우리 경제 중추적 성장엔진으로 ",1
글로벌 IB가 추천한 5G 투자 적기는,1
"새해에도 강세장 이어갈까 ""종목 차별화 심화될 것""",1
" 신년사  나재철 금투협 회장 ""증권거래세 폐지 등 과세체계 개선 지원할 것""",1
"새해 증시, 반도체 자동차 주목하라",2
" 신년사 나재철 금투협회장 ""뉴딜펀드 활성화 및 자본시장 세제 개선 뒷받침""",1
 신년사  나재철 금투협 회장  자본시장 자금공급 기능 강화할 것 ,1
"나재철 금투협회장 ""뉴딜펀드 등 K 뉴딜 지원 ESG 상품 활성화""",1
" 신년사 나재철 ""증권거래세 폐지 등 세제 개선 지원""",1
"나재철 금투협회장 ""증권거래세 폐지 등 세제 개선 지원""",1
퇴직연금 이전 금융사 1회 방문으로 한번에...구비서류도 대폭 축소,1
3600만원 넘어선 비트코인 무서운 상승세 상승,2
 2021 코스닥   1000 시대  눈앞 이번엔 안착할까,2
" 해외주식 톺아보기 업황, 이익, 모멘텀 3박자 갖춘 BOE",1
곱버스  타려면 새해부턴 기본예탁금 맡기고 교육 이수해야,1
코스닥 주간 개인 순매수 1위  셀트리온제약 ,2
판매목표 살짝 못미친 테슬라  주가 빠질라  서학개미 불안,1
코스닥 주간 개인 순매도 1위  셀트리온헬스케어 ,2
코스닥 주간 기관 순매수 1위  셀트리온헬스케어 ,2
 표 해외 주요 증시 동향 12월 31일 ,1
코스닥 주간 기관 순매도 1위  메드팩토 ,2
코스닥 주간 외국인 순매수 1위  알테오젠 ,2
코스닥 주간 외국인 순매도 1위  셀트리온제약 ,2
코스피 주간 개인 순매도 1위  카카오 ,2
코스피 주간 개인 순매수 1위  삼성전자 ,2
배당 소득이 따박따박 은퇴자들에게 추천하는 美 ETF 3종,1
코스피 주간 기관 순매수 1위  삼성SDI ,2
코스피 주간 기관 순매도 1위  삼성전자우 ,2
코스피 주간 외국인 순매수 1위  카카오 ,2
코스피 주간 외국인 순매도 1위  삼성전자 ,2
"""SK바이오팜, 투자의견  중립  하향 검증 시간 필요""",1
 주간추천주 업황 개선 기대주식 러브콜 삼성전자 LS 등,1
 2021 코스피   황소 랠리  미답의 3000시대 열린다,2
2020년 새내기주식 주식부호 1위  방시혁  2위는 누구 ,2
 속보 코로나 확진자 이틀째 600명선 새해 연휴 영향,0
" 펀드와치  사상 최고치 코스피, 레버리지 펀드  껑충 ",2
"""테슬라를 무너뜨릴 수 있는 스타트업이 뜨고 있다""",2
 주간증시전망 어닝시즌 진입  1월효과  시동걸까,1
"""증거금 없이 선물거래"" 사설 선물사이트 운영 일당 징역형 집유",0
"코로나19 덕 본 전자업계, 지난해 장사 잘했다",2
비트코인 사상 최고가 경신 3500만원 돌파,2
연말 줄이은  용두사미  계약해지 종료공시 주의보,0
"비트코인 3만3000달러 돌파 ""진짜 40만달러 가나""",2
"넥슨 닌텐도 세가    큰손 된 개미, 지난해 일본 주식도 대거 사들였다",2
증권사 불법 공매도 조사 마무리  벌금 수천만원에 그칠듯,0
축포 터트린 코스피 새해도 랠리 이어갈까  주간전망 ,2
"부동산 주식 금에 비트코인까지 급등 ""돈 못 번 사람이 없다""",2
한국 배터리 4분기도  맑음  삼성SDI도 첫 흑자 기대,2
"펀드매니저 3인의 새해 증시 ""실적 옥석 가리기 조정도 대비해야""",1
PB들이 전하는 2021 재테크 기상도  강남부자 의 투자전략은 ,1
2021년 IPO  큰장  선다 크래프톤 카카오 3형제  출격 ,2
수도권 익명검사로 89명 확진 누적 2037명,0
코로나19 사망자 20명 발생 누적 962명,0
코로나 위중증 환자 355명 전날보다 6명 감소,0
코로나 국내발생 641명 서울 195명 등 수도권 444명,0
 속보 코로나 신규 확진 657명 이틀째 1000명 아래,0
 뉴욕증시 주간전망  2021년 출발 조지아 선거 고용지표 촉각,1
연초 대비 1594  오른 기업은  2020년 화제의 주식은 ,1
작년 수입차 3대 중 1대는 30대가 샀다,1
 새해 금융이슈   외나무다리  금융권 vs 빅테크  승부처는 플랫폼 ,1
" 새해 금융이슈  공매도 재개, 주가 발목  개미들 ""금지 연장"" 반발",1
삼성전자 투자자 200만명  개인 6.5  vs 국내 기관 7.1 ,1
"5대 금융그룹 회장들, 빅테크 은행  규제 불균형  해소 요구",1
" 도약  한국증시 ② 320조원 퇴직연금 공적기금, 대부분 예 적금에 방치",1
탄소중립 정책 구체화...신재생에너지주 반등 나서나,2
 돈터뷰  깡통 4번 차고 비로소 습득한 슈퍼개미 필살기,1
1달러대 정제마진에 허덕이는 정유업계 4분기 실적  먹구름 ,0
"환율 하락에 우는 국민연금, 새해 수익률 전망은",0
" 주간증시 전망  코스피 3000시대  기대감 안고 1월 출발 ""상승 여력 여전""",2
새해 비상장 중개시장도 불붙나,2
" 주간증시전망  새해 첫 주 코스피, 경기회복 기대 확대",2
차이나 모바일이 NYSE에 미국 주식 예탁 주식 상장폐지 절차를 개시,0
Ladbrokes Owner Entain 구입을 추구하는 MGM   WSJ,1
"Huanxi Media Group, Co Entered 전략적 협력 협정 체결",2
광시보스코 환경보호기술의 지분거래 재개,1
6.7 블렌위안의 Muyuan Foods의 Dec Hog 판매량,1
2020년 순이익이 Y Y 90 110  증가하는 시지아주앙 일링파마,1
"CSSC 홍콩 해운, 민준 해운으로부터 85,000 Dwt급 벌크선 4척을 85.4 Mln에 구입한다고 한다.",1
"NIO는 12월에 전년 대비 121  증가한 7,007대의 차량을 인도했다고 밝혔습니다.",1
"차이나 텔레콤, NYSE, 미국 증권회사 주식 상장폐지 절차 개시",1
"Jacobio 제약, 중국과 미국에서 SHP2 억제제에 대해 두 차례의 IND 승인을 받았다고 밝혔습니다.",2
"베이징 징시문화관광, 정보공개 위반 혐의 조사",0
"중국 유니콤 홍콩, NYSE, 미국 증권회사 주식 상장폐지 절차 개시",0
By Health는 2020년에 1.4 1.6 Bln Yuan의 순이익으로 돌아올 것으로 예상한다.,2
라칼라 지불 플랜 3억 6억 위안 자사주 매입 계획,1
"美 S P500지수, 장중 최고치 찍으며 새해 출발",2
"오는 9일, 에듀윌 공인중개사  2021 온라인 설명회  개최...동차 합격비법 공개",1
" 김주하 AI앵커  위기 또 위기 ""변해야 살아남는다""",1
위장재혼으로 8명이  전용49   집에 부정청약 백태,0
"코스피 개장 첫날 2,900 돌파 3천 선  눈앞 ",2
 세상돋보기  조기 은퇴의 꿈  욜로  가고  파이어족  인기,1
"새해 첫 거래일 코스피 시가총액, 사상 첫  2000조원  돌파",2
"증권사, 신년사 키워드  디지털 전환  ESG 경영 ",1
 대예측   공급 부족 vs 세금 폭탄  더 큰 변수는 공급 부족 우세 속 3 4월  윤곽 ,1
" 대예측  전문가 12명 모두 ""집값 전세금 같이 오른다""",0
새해 첫날 코스피 최고가 경신 현대위아 상한가 삼성전자 신고가,2
솔젠트 경영권 어디로 임시주총 앞두고 주주 표심 잡기 본격화,1
 신년사  이영창 신한금융투자 사장  디지털 패러다임 선도 투자 명가 ,1
 표 아시아 주요 증시 동향 1월 4일 ,1
"美 스트리밍 업체 로쿠, 유명 배우 출연하는 독점 콘텐츠 공급 받나",1
 속보  뉴욕증시 혼조 출발 다우 하락 나스닥 상승,1
" 속보 헌재,  변호사시험 공고 효력정지  가처분 신청 인용 결정",1
"디지탈옵틱, 노블바이오 외 1인으로 최대주주 변경",1
"디바이스이엔지, 228억원 규모 디스플레이 제조장비 공급계약",2
장 마감 후 기업공시 1월4일 ,1
이영창 신한금융투자 사장  디지털 패러다임 선도할 것 ,1
"디오스텍 ""베트남 자회사에 109억원 출자""",2
" 마켓인사이트 LB, SV인베스트먼트, HMR 벤처 테이스티나인에 70억원 투자",2
 표 유가증권 코스닥 투자주체별 매매동향 1월 4일 최종치 ,1
 표 코스닥 기관 외국인 개인 순매수 도 상위종목 1월 4일 최종치 ,1
"궈밍쩡 유안타증권 대표 ""해외투자 디지털 금융 강화 나선다""",1
 표 유가증권 기관 외국인 개인 순매수 도 상위종목 1월 4일 최종치 ,1
" 올댓차이나  홍콩 증시, 中통신주 퇴출 자금유입 교차에 혼조 마감...H주 0.14  하락",1
코스피 단숨에 2944  새해  축포 쐈다,2
"브렉시트 이후 첫 거래일, 英 런던증시 2 대 급등",2
"비트코인  폭주 에 이더리움도  질주 ... ""가즈아 "" 광풍 재현되나",2
증권사 해외 대체투자 잠재부실 7.5조,0
"""디지털 전환 가속 초협력 고객중심 사고로 신사업 도전""",1
" 신년사 이영창 신한금융 ""디지털 패러다임 선도 투자 명가""",1
"삼양통상, 군포공장서 코로나 확진자 발생 15일까지 생산중단",0
"삼양통상, 코로나19 확진자 발생으로 군포공장 생산 중단",0
거래소,1
4일 장 마감 후 주요 종목 뉴스,1
日증시 하락 마감..닛케이 27258.38  0.68  ,0
"SH에너지화학 ""거래소, 현저한 시황변동 관련 조회공시 요구""",1
전기차 플랫폼 출시 기대감...새해 벽두 증시 달군 현대차그룹주,2
 대어 줄줄이  공모주 시장 올해 더 뜨겁다,2
삼성액티브자산운용 김유상 대표 선임,1
중소형증권사 CEO도 잇따라 연임,1
