제목,시간,언론사,본문
"한송네오텍, 35억 규모 해외전환사채 만기 전 취득",2022-03-31 19:09,이데일리,[이데일리 김겨레 기자] 한송네오텍(226440)은 35억원 규모의 3회차 무기명식 이권부 무보증 사모 전환사채(해외전환사채)를 만기 전 취득한다고 31일 공시했다.회사 측은 “취득사유는 기한의 이익 상실이며 향후 취득 후 소각 또는 재매각 예정”이라고 밝혔다.
"한송네오텍, 25억 규모 전환사채 처분 결정",2022-03-31 19:06,이데일리,[이데일리 김겨레 기자] 한송네오텍(226440)은 25억원 규모의 알파홀딩스 9회차 무기명식 이권부 무보증 사모 전환사채를 처분했다고 31일 공시했다.회사 측은 “당사 발행 3회차 전환사채의 기한 이익 상실 사유에 따른 사채원리금 지급을 위한 목적”이라고 밝혔다.
"거래소 ""CNT85, 관리종목 지정 우려""",2022-03-31 19:02,이데일리,"[이데일리 김겨레 기자] 한국거래소 코스닥시장본부는 CNT85(056730)의 소액주주 소유주식수가 유동주식수의 100분의 20에 미달해 관리종목 지정 사유에 해당한다고 31일 공시했다.거래소는 “사업보고서 법정제출기한으로부터 15일이 되는 날(4월15일)까지 동 사유의 해소가 확인되지 않는 경우, 관리종목으로 지정될 수 있다”고 밝혔다."
"한국투자신탁운용, 20대를 위한 TDF 2종 출시",2022-03-31 19:02,아이뉴스24,"""TDF는 연금 운용에 최적의 대안""한국투자신탁운용이 MZ(밀레니얼+Z)세대를 위한 타깃데이트펀드(TDF)인 '한국투자TDF알아서2055'와 '한국투자TDF알아서2060'을 출시했다고 31일 밝혔다.한국투자신탁운용에 따르면 이번 TDF는 기존 빈티지(가입자가 목표로 하는 은퇴시점) 2020부터 2050까지 갖추고 있던 TDF 라인업을 확대한 것이다.한국투자신탁운용이 MZ(밀레니얼+Z)세대를 위한 타깃데이트펀드(TDF)인 '한국투자TDF알아서2055'와 '한국투자TDF알아서2060'을 출시했다고 31일 밝혔다. [사진=한국투자신탁운용]TDF는 생애주기 관점에서 운용하는 펀드다. 은퇴시기를 설정해 연령이 증가함에 따라 주식과 채권 비중을 다르게 가져가기 때문에 자산배분 전략이 중요하다.이번 TDF는 글로벌 연금 전문 운용사 티로프라이스와의 협업으로 운용된다. 티로프라이스는 전 세계 800명 이상의 투자 전문가를 보유하고, 지난해 말 기준 1조6천800억달러 규모의 자산을 운용하는 대형 자산운용사다. 적극적 운용으로 시장보다 높은 수익을 추구하는 것이 특징이다.'한국투자TDF알아서2055'와 '한국투자TDF알아서2060'은 환헤지를 하는 H형과 하지 않는 UH형으로 각각 출시됐다. 연간 총보수는 퇴직연금 클래스(C-R)와 개인연금 클래스(C-P) 기준 각각 1.09%, 1.29%다.오원석 한국투자신탁운용 연금마케팅1부장은 ""최근 높은 시장변동성과 금리상승으로 투자 상품에 부담을 느끼고 원리금보장형 상품에 관심을 갖는 것은 일견 합리적인 선택으로 보이지만, 초장기 자금인 연금을 원리금보장형으로 운용하는 것은 100세 시대의 노후를 충실히 대비하기에 여전히 부족하다""고 말했다.이어 ""시장은 시기별로 높은 변동성을 보이기도 하지만 장기적으로는 상승하기 때문에 투자 자산과 시점을 분산해 장기투자한다면 원리금보장형 상품 이상의 성과를 기대할 수 있다""며 ""생애주기에 맞춘 글로벌 자산배분을 통해 장기적으로 안정적인 수익을 추구하는 TDF는 연금 운용에 최적의 대안""이라고 덧붙였다."
"SM `이수만 계약` 손질 예고..""NFT·메타버스 투자늘린다""",2022-03-31 19:00,한국경제TV,"<앵커>에스엠 문제를 집중 취재한 지수희 기자와 좀 더 자세한 이야기 나눠보겠습니다.오늘 주총에서 첨예하게 대립된 가장 중요한 문제인 감사선임 건이 사측 안이 아닌 얼라인측의 주주제안 건으로 통과됐습니다.그럼 앞으로 에스엠엔터테인먼트(이하 에스엠, SM) 에는 어떤 변화가 예상되나요?<기자>이번에 새로 선임된 곽준호 감사는 내일(4월1일) 부터 임기가 시작됩니다.일단 주주 측에서 가장 큰 문제점으로 지적한 `라이크기획`과의 계약관계 등에 대해 전반적인 검토가 가능할 것으로 보입니다.라이크기획은 대주주인 이수만 총괄 프로듀서의 개인사업체로 프로듀싱 용역 대가로 매출의 6%에 해당하는 금액을 받아가서 문제가 됐죠.하지만 주주추천 감사가 선임되면서 이 계약이 문제가 없는지 들여다 볼 수 있게 됐고 만약 불공정하다면 개선할 수 있을 것으로 보입니다.기업의 거버넌스가 개선되면 주가도 제대로된 평가를 받을 수 있을 것으로 주주들은 기대하고 있고요.그래서 오늘 에스엠 주가도 주총 결과가 나온 이후 상승전환했습니다.신임 곽준호 감사는 우선 구성원들과의 대화를 통해 신뢰를 확보하고 미래 산업에 대한 고민을 같이 할 것이라는 계획을 밝혔습니다.직접 이야기를 들어보시겠습니다.[곽준호 에스엠 감사: 직원과 한팀이 되는게 중요하거든요. SM엔터가 한단계 업그레이드 될 수 있는 방향으로 같이할 생각입니다.회사의 발전을 위해서 비용 절감 등을 확실하게 처다보겠지만 지금 엔터 산업에서 중요하게 봐야할 것이 음반, 음원, 구주 판매, 방송출연 등의 성장이 정체되고 있습니다. 남들보다 앞서기 위해서는 신사업에 초점을 둬야 할 것 같고, 예를 들어 NFT나 메타버스 등 여기에 많은 투자가 수반 될 수 있고..]<앵커>네, 앞으로 에스엠의 NFT나 메타버스 분야에 대한 신사업 투자를 예상해볼 수 있겠네요. 그럼 투자자 입장에서 에스엠 투자 이제 긍정적으로 봐도 되나요? 그리고 그간 문제로 계속 지적돼온 라이크기획과의 계약이 중단되거나 개선될 가능성이 높다고 보면 되는 건가요?<기자>현재 엔터주의 전망은 리오프닝 기대감에 긍정적입니다.여기에 에스엠의 경우 소속아티스트이 경쟁력이 있는데다 NFT사업진출 호재가 있어서 증권가에서도 긍정적인 전망을 내놓고 있습니다.다만 디스카운트 요인으로 지적된 라이크기획과의 계약이 어떻게 손질될지와 또 아직 확정되지 않은 M&A 이슈가 남아있기 때문에 앞으로의 상황을 지켜보시는게 좋겠습니다.SM의 이사회 구성을 보면 여전히 대주주인 이수만 총괄 프로듀서 측근들 수가 많습니다.이장우 사외이사 후보자가 사퇴를 하긴 했지만 이수만 총괄의 측근인 지창훈 사외이사는 임기가 아직 남아있고요.주주측 인사는 감사 1명뿐입니다.여전히 최종 의사결정에 감사가 결정적인 영향을 미치는 데는 한계가 있는 구조입니다.최근 이성수 SM 대표이사는 ""이수만 총괄에게 지급한 금액이 적절하다""는 입장을 밝힌 바 있어, 근본적인 변화가 있을 지는 좀 더 두고 봐야하는 상황입니다.이 대표는 최근 한 인터넷방송에서 ""이수만 총괄 프로듀싱 능력은 세계 어디서도 찾아볼 수 없고, 한국의 엔터 산업을 성장시킨 장본인""이라고 말했습니다.또 ""지금의 지급 비율은 외부기관으로부터 적절하다고 검증을 받은 수치""라고 설명한 만큼 감사가 선임되더라도 이 부분은 적절하다는 주장을 펼칠 가능성이 높아서 상당기간 진통이 있을 것으로 보입니다.다만 감사는 주주나 회사의 이익에 위배되는 건에 대해서 소송이 가능하고, 오늘 주총에서 많은 주주들이 모인데다가 주총장에서 주주들의 불만이 터져나오기도 했고, 사측 인사가 모두 사퇴하는 등 SM도 적지 않게 당황하는 모습을 보인만큼 기존의 계약을 그대로 유지하기는 SM도 부담스러운 상황이 됐습니다.<앵커>에스엠의 경우 최근 카카오엔터와의 매각 건이 최근 언론에 오르내려 시장 관심이 높은데 앞으로 M&A건은 어떻게 되는 건가요?<기자>최근까지 카카오 엔터가 인수하는 방식으로 논의가 되다가 이수만 대주주가 경영참여나 상당한 수준의 연봉을 요구한 것을 알려지면서 협상에 난항을 겪고 있습니다.사실 이 부분은 대주주인 이수만 총괄이 주식을 팔 것인지 말 것인지에 대해서 어떻게 마음을 먹는가가 가장 중요합니다.최근의 M&A에 대한 이야기가 잠잠한 상황에서 이수만 총괄이 팔아야겠다 마음만 먹으면 급물살을 타게 될텐데요.업계에서는 이번 결과로 이수만 총괄의 기존 행보에 제한이 생긴 만큼 대주주측에서 다른 안을 내놓으면서 다시 협상이 재개될 가능성도 점쳐지고 있습니다.<앵커>이번에 SM의 사례로 볼 때 소액주주들의 움직임도 더 늘어날 것으로 보이는데 시장의 평가는 어떻습니까??<기자>네, 사실 이번 SM의 주주제안은 의미가 큽니다.SM의 라이크기획에 대한 문제점은 지난 2019년 부터 지적돼 왔는데 해결되지 않았거든요.외부로 잘 알려지지도 않았습니다.하지만 이번 소액주주 움직임에 국내 자문사 뿐 아니라 외국계 최대 자문사인 ISS나 노르웨이국부펀드도 관심을 가지면서 주주제안 감사선임에 찬성하고 나섰거든요.외국인 주주들까지 움직인 것입니다.이 때문에 SM도 변화를 예고하긴 했습니다.일단 소액주주가 문제를 제기하면서 주당 200원의 배당을 지급하기로 했는데 이게 상장이후 처음 있는 일입니다.또 SM은 그간 주주들과의 소통이 부족했다는 것을 인정하고 앞으로는 배당이나 자사주매입 소각 등 주주 친화정책을 펼치겠다고 밝혔습니다.이번 일을 계기로 앞으로 소액주주들의 움직임이 더 활발해 질 것으로 보입니다.<앵커>최근 주식시장에 개인들의 참여가 높아지면서 소액주주들의 의견제시가 활발해 지고 있죠? 소액주주들의 의견들이 잘 받아들여지고 있나요?<기자>최근 소액주주들의 활동이 늘어나고 있긴합니다.지난 10년간 주주제안을 분석해보면 2016년 스튜어드십코드가 도입된 이래 상당히 늘어났습니다.스튜어드십코드는 기관투자자들이 주총에서 의사결정에 적극참여하도록 한 자율규범인데요.스튜어드십코드 도입 이후부터 이사나 감사 선임 또는 해임 같은 지배구조 관행 개선 요청이 많아진 것으로 조사됐습니다.하지만 주주제안 통과 비율은 오히려 줄었습니다 .2017년 이전보다 주주제안은 늘어났지만 가결율은 15.8%에서 11.9%로 감소한 것으로 나타났습니다.<앵커>이유는 뭔가요? 해결방안은 없나요?<기자>주주제안을 무력화시킬 수 있는 주주총회 운영 관행이 문제점으로 지적되고 있습니다.이번 SM주총에서도 사례가 나왔습니다.주주제안은 주주총회 6주전까지 해야하는데 사측 안건 확정은 주주총회 2주 전까지 할 수 있습니다.사측만이 주주제안을 무력화 시킬 수 있는 안건 변경이 가능한데요.SM도 주총 2주 전 기습 안건 변경을 시도했습니다.주주명부 폐쇄일을 주총 2주전까지로 변경하고, 유상증자 한도를 늘리는 정관변경 안이었는데요.주주제안에 대비해 사측이 백기사를 확보할 수 있도록 한 `꼼수`안건이라는 비판이 나오면서 SM은 결국 이 안건을 철회하기도 했습니다.전문가들은 최근 ESG경영의 중요성이 커진 만큼 사측의 인식 변화가 가장 중요하고 주주들도 적극적인 의견제시를 통해 주총을 회사 발전을 위한 건전한 장으로 여겨야 한다고 조언합니다.[유고은 한국지배구조연구원 선임연구원 : 장기 연임 경영진의 경우 기업의 성장을 이끌었던 문화나 운영방식이 성공비결이라고 생각하실 수 있어서 최신 시장 트랜드나 경영전략이나 주주의 선호에 둔감하기 쉽습니다. 주주제안이 상정됐을 때 최신의 주주선호가 뭔지 경영진들이 파악할 수 있어서 중장기적인 경영에도 도움이 됩니다. 주주들도 반드시 이사회의 의견을 관철하겠다는 생각보다는 ""토론을 해보자, 우리는 권고를 하는 것이다.."" 열린 마음으로 토론의 장으로 생각하고 주주제안을 하시면 주총에서 여러 목소리가 오갈 수 있거든요.]<앵커>여기까지 듣겠습니다.증권부 지수희 기자였습니다. 수고했습니다."
"삼부토건, 제3자 배정 유상증자 결정",2022-03-31 19:00,이데일리,[이데일리 전선형 기자] 삼부토건(001470)은 제3자 배정 유상증자를 결정했다고 31일 공시했다. 주당 1000원에 신주 11만6106주(보통주)가 발행된다. 제3자배정 대상자는 에스케이에코플랜트다.
"쌍방울그룹, 쌍용차 인수전 참여 ""컨소시엄 논의중""",2022-03-31 18:57,파이낸셜뉴스,"사진=뉴스1[파이낸셜뉴스] 쌍방울그룹이 계열사인 특장차 기업 광림을 앞세워 쌍용차 인수전에 뛰어든다.31일 쌍방울그룹 관계자는 ""쌍용차 인수를 적극적으로 검토 중""이라면서 ""아직 컨소시엄 구성을 마무리 한 것은 아니지만 이르면 내주 초 인수의향서(LOI)를 낼 예정""이라고 밝혔다.쌍방울의 쌍용차 인수 컨소시엄엔 KH필룩스그룹도 참여를 검토 중인 것으로 알려졌다.쌍방울그룹은 지난해 이스타항공 인수전에 참여해 관심을 모은 바 있다. 하지만 우선협상대상자였던 성정에 밀려 인수에는 실패했다.금융투자업계에서는 ""쌍방울이 지난해 이스타항공 인수를 위해 마련한 자금이 있다""며 ""인수자금을 마련하는 데에는 큰 문제가 없을 것""이라고 내다봤다.다만 컨소시엄 구성 및 쌍용차 노조, 채권단 등의 동의를 얻어야 한다는 점 등 여러 절차가 남아있어 향후 전개 과정에 관심이 집중될 전망이다.쌍방울그룹은 계열사 광림의 특장차 사업과 쌍용차가 시너지 효과를 낼 것이라 보고 인수전에 뛰어든 것으로 해석된다.증권업계 한 관계자는 ""쌍방울 그룹은 지난 2016년 나노스를 인수한 이후 광림, 남영비비안 등 계열사를 통해 공격적인 인수합병(M&A) 기조를 이어왔다""라면서도 ""에디슨모터스 컨소시엄의 쌍용차 인수가 어긋난 것이 최근의 일로 쌍용차 노조와 채권단의 까다로운 조건을 통과하는 것이 관건이 될 것""이라고 전망했다.한편 쌍용차 인수합병은 에디슨모터스 컨소시엄이 인수대금을 납입하지 않아 자동 해제된 상황이다. 그러나 에디슨모터스 측은 '계약자 지위 유지 가처분 신청'과 '계약이행보증금 가압류 신청'을 접수해 인수 의사를 드러내고 있어 법적 공방이 벌어질 가능성이 있다.쌍용차는 오는 10월 15일까지 새 주인을 찾아 법원에 회생계획안을 제출해 인가를 받아야 한다.투자은행(IB) 업계 한 관계자는 ""쌍용차의 사업이 안정화되고 신차 출시와 해외 진출 가능성도 긍정적으로 전망되고 있어 자금을 충분히 마련한 곳이 있다면 인수합병 계약이 예상보다 빠르게 진행될 가능성이 있다""고 말했다."
"이수만 누른 행동주의펀드…에스엠, 얼라인측 감사 선임",2022-03-31 18:56,한국경제TV,"<기자>감사 선임을 두고 에스엠엔터테인먼트(에스엠)와 얼라인파트너스 간 주주총회 표대결에서 얼라인측이 승리했습니다.오늘 오전 열린 에스엠 정기주주총회 결과 얼라인측이 제안한 곽준호 후보가 감사로 선임됐습니다.주총에 앞서 양측은 소액주주들의 위임장 확보에 총력전을 펼치면서 주총 시작전 위임장 확인 절차가 길어졌고 결국 2시간 가량 지연 개최되는 등 팽팽한 긴장감이 감돌기도 했습니다.때문에 주총장에서 치열한 표대결이 예상됐지만 주총 시작 전 사측 추천인사였던 임기영 감사 후보가 자진 사퇴하면서 얼라인측 인사인 곽준호 후보만을 대상으로 투표가 진행됐고, 결과적으로 얼라인측의 압승으로 일단락됐습니다.감사후보 뿐 아니라 에스엠측이 추천한 이장우 사외이사와 최정민 사내이사 후보 모두 사퇴의사를 밝히며 해당 안건은 철회됐습니다.이와 관련해 에스엠은 “주주들의 의견을 존중해야 한다는 내부적인 논의 결과에 따라 사내외 이사, 감사 후보들이 자진사퇴를 결정했다”고 밝혔습니다.이밖에 재무제표 승인과 이사 보수한도 승인, 감사 보수한도 승인은 원안대로 통과됐습니다.소액주주들의 의견을 한데 모은 행동주의펀드 얼라인파트너스에 에스엠 경영진이 백기를 들면서 앞으로 에스엠의 경영방향에 큰 변화가 예상됩니다.한국경제TV 정희형입니다."
오늘도 팔아치운 외국인…매도세 속 `금융·보험` 선택 [증시프리즘],2022-03-31 18:56,한국경제TV,"<앵커>증시프리즘 시간입니다.증권부 박찬휘 기자 나왔습니다.박 기자, 오늘 우리 증시부터 정리해 주시죠.<기자>네. 우리 증시는 3거래일 내리 상승 행진을 이어갔습니다.간밤 뉴욕증시가 우크라이나 평화 협상에 대한 낙관론이 약해지면서 하락 마감했는데요.이 여파로 우리 증시는 오늘 하락 출발했지만, 외국인과 기관의 수급이 들어오면서 반등에 성공했습니다.오늘 코스피 지수는 기관의 강한 매수세에 힘입어 0.4% 올라 2,750선에 마감했습니다.종가 기준으로 코스피 지수가 2,750선을 회복한 것은 지난달 10일 이후 33거래일 만입니다.코스닥 지수도 장 초반 빠르게 낙폭을 만회했는데요. 외국인 매수에 힘입어 0.58% 상승했습니다.오늘 시가총액 상위 종목을 살펴보겠습니다.오늘 양 지수가 상승 마감하긴 했지만 시총 상위 종목은 등락이 엇갈렸는데요.코스피는 대장주 삼성전자가 하락 마감한 가운데, SK하이닉스, 삼성바이오로직스 등은 빠졌고, LG에너지솔루션, NAVER, 삼성SDI 등은 상승했습니다.<앵커>오늘 장 체크포인트는 어떤 것이 있나요?<기자>첫 번째는 `외국인이 선택한 종목` 입니다.오늘 외국인이 장 막판까지 순매수하면서 5거래일 만에 매수세로 돌아서나 했지만 오늘도 어김없이 팔아치웠습니다.그런데 매도 행진 속에도 대거 사들인 업종이 있어 체크포인트로 꼽아봤습니다.오늘 외국인은 유가증권시장에서 1,756억 원 순매도했는데요.이런 가운데 외국인 순매수 상위 5개 업종을 보면, 금융업을 900억 원 가까이 가장 많이 사들였고, 그 뒤로 화학, 보험 등이 자리했습니다.이 중 금융과 보험을 주목할 필요가 있습니다.우크라이나 사태에 대한 긴장감이 여전한 가운데, 시장의 관심은 연준의 긴축 속도에 집중되고 있는데요.연준이 거듭 금리 인상을 시사하면서 미 국채금리가 계속 오르고 있고 이에 따라 국내 금융주와 보험주에도 자금이 몰리고 있습니다.오늘 한화손해보험이 6% 급등했고, 삼성화재와 현대해상도 강세를 보였습니다.금융주와 보험주는 연준이 물가 상승 억제를 목적으로 올해 강도 높은 긴축을 예고하고 있는 만큼 당분간 상승 모멘텀은 지속될 것으로 전망됩니다.두 번째는 `주주총회 이모저모`입니다.오늘도 많은 주주총회가 열렸는데요. 그 중 SM엔터, KT 주총에 이목이 집중됐습니다.SM엔터는 오늘 주총에서 감사 선임 건을 두고 최대주주인 이수만 총괄 프로듀서와 행동주의펀드인 얼라인파트너스 간 표 대결을 예고했었는데요.결국 얼라인 측의 승리로 끝났습니다.이 소식에 주총 결과 발표를 앞두고 보합권에서 움직이던 에스엠 주가는 결과 발표 이후 7%까지 급등했는데요. 이후 상승분을 반납하고 2.5% 상승 마감했습니다.한편 KT는 이번 주총을 통해 횡령혐의를 받고 있는 박종욱 대표의 자진 사퇴 소식을 전했는데요.여기에 통신사에서 디지털 플랫폼 회사로의 전환 계획도 발표하며 장 초반부터 주가가 강세를 보였습니다. 오늘 장 3.78% 상승 마감했습니다.<앵커>두 기업의 주총 내용에 대해서는 잠시 뒤 심층분석에서 자세히 살펴보도록 하겠습니다.이렇게 오늘 장 특징주 살펴봤는데요. 그렇다면 내일 투자자들이 주목해볼 만한 이슈로는 어떤 것이 있을까요?<기자>첫 번째는 `한국 수출입 통계` 입니다.수출입 통계는 우리 증시와 높은 호응을 보인다는 점에서 주목할 필요가 있는데요.수출이 늘어났을 때 코스피 지수도 강세를 보였기 때문입니다.두 번째는 `외국인 수급 동향`입니다.외국인이 오늘까지 5거래일 내리 팔아치우면서 내일은 유입이 들어올지 살펴봐야 합니다.박소연 신영증권 연구원은 ""오늘 외국인 투자자가 선물을 5천계약 넘게 사들였기 때문에 단기적으로 선물 방향성이 중요하다""고 설명했습니다.내일 외국인 투자자 포지션이 어떻게 될지 지켜볼 필요가 있습니다.이런 가운데 증권가에서는 4월 코스피 예상밴드 구간을 2,570∼2,950선 안팎에서 움직일 것으로 전망했습니다.<앵커>잘 들었습니다. 증시프리즘, 박찬휘 기자였습니다."
"에프앤가이드 ""1분기 상위 수익률 펀드 10개 중 7개 원자재펀드""",2022-03-31 18:54,매일경제,"연초 이후 원자재펀드 수익률 17%펀드 평가사 에프앤가이드는 올해 1분기 수익률 상위 10개 펀드 중 7개의 펀드가 원자재펀드로 집계됐다고 밝혔다. 주가 등락이 심한 가운데 원자재펀드로 연초 이후 약 5554억원의 자금 유입이 유입됐다고 설명했다. 연초 이후 원자재 펀드 수익률은 17.58%를 기록했다. 같은 기간 국내주식형 펀드, 해외주식형 펀드의 수익률은 각각 -8.36%, -8.62%를 기록해 대조적이었다.에프앤가이드 관계자는 ""최근 러시아 전쟁 등 지정학적 리스크 확대로 원유 등 국제 원자재 가격이 폭등한 것에 영향을 받은 것으로 풀이된다""며 ""미국의 원유 비축량이 감소하는 등 유가 강세가 지속될 것으로 예상되면서 원자재펀드의 강세도 한동안 지속될 것""이라고 내다봤다."
"[마켓인]우정사업본부, 국내주식 사회책임형 위탁운용사 선정",2022-03-31 18:53,이데일리,"다음달 13일까지 접수…최대 3개사 선정 계획[이데일리 김대연 기자] 우정사업본부가 우체국예금 국내주식 사회책임형 위탁운용사를 선정한다.31일 금융투자업계에 따르면 우정사업본부는 이날 우체국예금 국내주식 위탁운용사 선정 공고를 내고 다음달 13일 오후 5시까지 제안서를 받는다. 이후 정량평가(80%)와 정성평가(20%)를 통해 선정된 예비운용사를 대상으로 현장실사 등을 거쳐 오는 5월 17일 최대 3개사를 최종 선정할 계획이다.지원 대상은 자본시장과 금융투자업에 관한 법률에 따른 국내 및 외국계 금융투자업자다. 다만, 외국계의 경우 운용 조직이 국내에 있는 내국법인이어야 한다. 아울러 △선정 공고일 기준으로 우정사업본부의 거래 제한 조치 대상에 포함되지 않는 기관 △지난 2월 말 기준 60% 이상 주식으로 운용되는 펀드의 설정액이 500억원 이상인 곳 △올해 해당 운용유형 거래기관에 포함되지 않은 거래기관 등이어야 한다.운용 유형은 사회책임형으로 △평가기간 내 운용평잔(설정액 기준)은 100억원 이상이고 운용기간은 1년 이상인 사회책임형(ESG) 펀드 △투자설명서 또는 투자지침에 사회책임투자(ESG 투자) 또는 이와 유사한 투자 전략을 명시한 펀드 △파생상품 제외 운용기간 평균 주식편입비 60% 이상 등 요건을 충족하는 펀드를 운용 중인 기관이어야 한다.한편, 우체국예금의 수익률은 △2017년 3.82% △2018년 1.46% △2019년 4.02% △2020년 4.59% △2021년 4.89%로 2018년을 제외하고 꾸준히 상승하는 추세다."
넥스플렉스 매각 흥행 '청신호',2022-03-31 18:53,매일경제,"31일 예비입찰 마감6개 후보 인수 의향 밝혀스마트폰용 연성동박적층필름(FCCL) 제조업체 넥스플렉스의 매각 예비입찰에 6곳의 원매자가 출사표를 냈다.31일 투자은행(IB) 업계에 따르면 국내 대형 사모펀드(PEF) 운용사 스카이레이크에쿼티파트너스가 보유하고 있는 넥스플렉스 지분 100% 매각을 위한 예비입찰이 이날 마감됐다. 예비입찰에는 국내 중견 기업을 비롯한 전략적투자자(SI) 4곳과 재무적투자자(FI) 2곳이 참여한 것으로 파악된다.매각 주관사 케이알앤(KR&)파트너스는 4월 초 숏리스트(예비인수 후보)를 발표할 예정이다.SK이노베이션의 FCCL(연성 동박 적층판) 사업부였던 넥스플렉스는 2018년 사업부 분할 형태로 스카이레이크에 매각됐다. FCCL은 휴대폰과 TV등 전자제품의 소형화, 경량화에 없어서는 안될 부품인 연성회로기판에 꼭 필요한 핵심 원료다. 넥스플렉스는 FCCL 제조 능력과 핵심 원료인 폴리이미드(PI) 설계 및 제조 기술을 보유하고 있어 글로벌 경쟁력을 갖췄다는 평가를 받는다.넥스플렉스의 주요 고객사는 삼성전자와 애플 등 글로벌 스마트폰 업체다. PEF에 인수된 직후 삼성과 애플의 스마트기기 생산 판매가 급증하면서 실적은 빠르게 개선됐다. 2019년 690억원 수준이었던 연매출은 지난해 연간 1500억원까지 확대된 것으로 나타났다. 이같은 성장세에 힘입어 최근 시장에서는 넥스플렉스의 적정 가격을 7000억원 수준으로 평가하고 있다.스카이레이크 측은 지난 1월 국내외 주요 기업과 PEF 운용사를 대상으로 넥스플렉스 매각을 위한 티저를 배포했다. 마케팅 과정에서 이미 30여곳의 원매자가 티저를 수령하며 흥행이 예고된 바 있다."
SK그룹 공모株 연이어 등판…원스토어·SK쉴더스 상장 출격,2022-03-31 18:52,매일경제,"금융위에 증권신고서 제출원스토어 1.2조, SK쉴더스 3.5조 몸값 도전일반 청약은 5월 청약 진행원스토어, SK쉴더스 등 SK그룹 계열사들이 연이어 기업공개(IPO)에 나선다. 주춤했던 공모주 시장에 훈풍을 가져올 수 있을지 주목된다. 연초 이후 기관투자자들의 옥석 가리기가 본격화되면서 공모 기업들은 저마다 상반된 성적표를 받고 있다.31일 원스토어와 SK쉴더스는 금융위원회에 증권신고서를 제출하고 본격적인 공모 절차에 돌입했다. 희망 공모가는 원스토어 3만4300~4만1700원, SK쉴더스 3만1000~3만8800원이다. 공모 규모는 각각 1620억~1970억원, 4480억~5608억원이다. 두 회사 모두 4월 중 공모가 산정을 위해 기관 수요예측을 실시한다. 일반 청약은 원스토어 5월 2~3일, SK쉴더스 5월 9~10일로 예정돼 있다.한 증권사 IPO본부장은 ""두 회사가 나란히 같은 날에 상장 심사를 승인받고 증권신고서를 제출했다""며 ""기관들의 수요가 분산될 수도 있어 보이는 상황""이라고 분위기를 전했다.투자은행(IB) 업계에선 두 회사의 공모 가격이 비교적 합리적인 수준이라 보고 있다. 일각에서 예상했던 밸류에이션보다 낮은 가격을 제시했기 때문이다. 공모가 기준 원스토어의 시가총액은 9100억~1조1000억원 SK쉴더스는 2조8000억~3조5000억원이다. 특히 SK쉴더스의 목표 시가총액이 생각보다 높지 않다는 평가가 지배적이다. 재무적투자자(FI) 맥쿼리PE가 지분을 들고 있어 타깃 밸류에이션이 5조원 대일 것이란 전망이 많았다.2016년 설립된 원스토어는 국내 토종 애플리케이션 마켓으로 '한국판 구글 플레이'라 부른다. 지난해 거래액 1조원을 돌파했으며 매출액은 2142억원이었다. 전년 대비 매출은 약 38% 증가한 수준이다. 원스토어의 최대 주주는 지분 48.41%를 보유한 SK스퀘어다. 네이버와 SKS-키움PE, KT, LG유플러스 등도 지분을 들고 있다. SKS-키움PE는 보유 주식의 약 절반 가량(193만5000주)을 이번 상장에서 출회시킨다.SK쉴더스의 전신은 옛 SK인포섹이다. SK인포섹은 지난해 3월 이사회와 임시주주총회를 열어 ADT캡스를 흡수 합병했다. 그 해 10월 현재 사명으로 바꾼 뒤 한국거래소에 코스피 상장을 위해 예비심사를 청구했다. 현재 SK인포섹은 정보·융합·물리보안 등 종합 보안 서비스를 제공하는 업체를 표방하고 있다. 지난해 매출액은 1조5497억원, 영업이익은 1219억원이었다. 최대 주주는 지분 63.13%를 보유한 SK스퀘어다.IB 업계에선 SK그룹의 릴레이 상장이 공모주 시장에 온기를 불어넣을지 주목하고 있다. 연초 이후 기관투자자들의 옥석 가리기가 본격화되면서 공모주마다 성과가 엇갈리고 있다. 따상 행렬이 거듭되고 공모가를 대부분 상단으로 책정한 작년과 사뭇 다른 분위기다. 올들어 공모에서 참패를 거둔 기업이 많다는 것이 이를 뒷받침한다. 모아데이타, 인카금융서비스, 스톤브릿지벤처스, 노을 등은 공모가를 희망 범위 하단보다 낮게 책정했다. 현대엔지니어링과 대명에너지, 보로노이는 상장을 아예 철회하기도 했다.IB 업계 관계자는 ""유통시장 투자자 심리가 얼어붙어 있어 공모를 준비하는 기업들의 우려가 큰 상황""이라며 ""조 단위 기업들이 흥행에 성공하면 분위기가 사뭇 달라질 수도 있을 것""이라고 말했다."
