제목,시간,언론사,본문
"카카오페이증권 “비싼 테슬라 주식, 1000원부터 간편하게 투자하세요”",2022-03-30 17:01,조선비즈,"카카오페이증권이 1000원부터 투자할 수 있는 해외 주식 소수점 거래 서비스를 시작했다고 30일 밝혔다./카카오페이증권 제공해외 주식 소수점 거래는 별도의 애플리케이션을 설치하거나 계좌를 추가로 개설하지 않고도 카카오페이 앱을 통해 이용할 수 있다. 현재 카카오페이 앱 사용자들에게 순차적으로 적용되고 있다.카카오페이증권의 해외 주식 소수점 거래 서비스는 1주(온주) 단위로 투자할 때와 거의 같은 환경에서 이용할 수 있다. 사용자들의 주문을 모아 빠르게 처리하는 시스템을 자체 구축, 소수점 단위로도 거의 실시간으로 매매 주문을 넣을 수 있게 만들었다.해외 주식 소수점 거래는 정규 시장의 종료 30분 전까지 수량이나 금액만 입력하면 간편하게 이용할 수 있다. 따로 환전하지 않고 원화로 주문할 수 있다.카카오페이증권은 오는 4월 30일까지 해외 주식 소수점 거래 수수료와 환전 수수료를 면제해줄 예정이다. 무료 서비스 기간이 종료된 후에는 일반 해외 주식 거래 수수료와 동일한 수수료를 내야 한다.현재는 소수점 거래가 가능한 종목이 테슬라, 디즈니, 넷플릭스, 구글, 마이크로소프트, 스타벅스 등 24개에 불과하나, 앞으로 점차 확대해나갈 방침이다.카카오페이증권 관계자는 “비싼 해외 우량주도 누구나 동등한 환경에서 투자할 수 있도록 형평성을 높였다”고 말했다."
"셀트리온, 셀트리온헬스케어와 단일판매·공급계약 체결 ‘2700억 규모’",2022-03-30 17:00,이데일리,"[이데일리 유진희 기자] 셀트리온(068270)은 셀트리온헬스케어(091990)와 2700억원 규모의 단일판매·공급계약을 체결했다고 30일 공시했다. 셀트리온의 바이오시밀러 항체의약품(램시마IV, 트룩시마, 허쥬마, CT-P16)이 대상이다. 계약금액은 2735억원이다. 셀트리온 2020년 매출액의 14.79% 수준이다."
오늘의 증시 메모[3월 31일],2022-03-30 16:58,서울경제,[서울경제]<유가증권>▲보통주추가상장=엠씨넥스(스톡옵션행사사) 페이퍼코리아·CJ CGV(국내CB)<코스닥>▲신주배정기준일=한탑(002680)(유상) 이상네트웍스(080010)·플랜티넷(075130)(무상) ▲보통주추가상장=메디톡스·올리패스(우선주의 보통주전환) 네이처셀·아이엘사이언스·바이오솔루션(주식매수선택권행사) SG(국내CB) 키이스트(유상 제3자배정) ▲신규상장=유진스팩8호(413630) ▲매매거래정지=지아이텍(382480)(주식분할)
장 중 기업공시[3월 30일],2022-03-30 16:58,서울경제,[서울경제]<유가증권>▲HDC현대산업개발(294870)=토목건축사업에 대한 영업정지 8개월 ▲대유플러스(000300)=박상민 신임 대표이사 선임 ▲쿠쿠홈시스(284740)=보통주 1주당 650원 현금배당 ▲교촌에프앤비(339770)=윤진호 대표이사 신규 선임 ▲현대리바트(079430)=842억 원 규모 사우디 자푸라 유틸리티 및 황회수 시설 공사 중가설 공사 시공사 선정 ▲쌍용차(003620)=회생 계획안 제출 기간 3월 1일~5월 1일 연장 <30일><코스닥>▲맘스터치(220630)=한국거래소에 상장폐지신청서 제출 접수 ▲디와이피엔에프(104460)=배당 성향 최대 30% 이상 상향 추진▲에디슨EV(136510)=거래 정지 기간 상장폐지 여부 결정일에서 감사 의견 거절 사유 해소 확인서 제출 시까지 변경(4월 11일) ▲넥스틴(348210)=SMIC와 113억 원 규모 Wafer Inspection System 공급계약 ▲엑셈(205100)=한국전력공사와 76억 원 규모 MDMS 수용 기반 마련 및 고도화 사업계약 ▲베셀(177350)=Wuhan China Star Optoelectronics Technology와 75억 원 규모 디스플레이 제조 장비 공급계약 ▲엔시스(333620)=갑진 주식 87만 주 취득결정 ▲휴젤(145020)=보툴렉스 50유닛의 네덜란드 품목 허가 획득 ▲HLB(028300)=252억 원 규모 국내 사모 신주인수권부사채 발행 ▲빅텍(065450)=한화시스템과 61억 원 규모 TICN 물품 공급계약 ▲씨이랩(189330)=비엔아이엔씨와 39억 원 규모 DGX SuperPOD 클러스터 구축 공급계약 ▲티엘아이(062860)=홍세경 대표이사 신규 선임 ▲프로스테믹스(203690)=박병순 단독 대표이사 변경 ▲원익홀딩스(030530)=임창빈 대표이사 선임 ▲우원개발(046940)=김기영·김기현 각자대표 변경 ▲유안타제5호스팩(336060)=김학성 대표이사 선임 ▲다우데이타=성백진 단독대표 이사 선임 ▲드림어스컴퍼니(060570)=김동훈 신임 대표이사 선임 ▲미투젠(950190)=손창욱 대표이사 신규 선임 ▲경창산업(024910)=손일호·강기봉 각자 대표이사로 변경 <30일>
"구인난에 급여 올리는 기업들…美 기업 92%, 올해 임금 인상 계획",2022-03-30 16:57,한국경제,"이 기사는 국내 최대 해외 투자정보 플랫폼 “한경 글로벌마켓”에 게재된 기사입니다.사진=AP올해 미국 기업 10곳 중 9곳이 직원들의 임금을 올릴 계획이라는 조사결과가 나왔다. 극심한 구인난 탓에 일손 부족을 해소하려면 돈을 더 줘야 한다고 판단하는 기업이 늘고 있다는 의미다. 원자재 가격이 급등한 데다 임금 인플레이션까지 더해지면서 기업들의 경영 부담이 가중될 것이란 평가다.파이낸셜타임스(FT)는 급여분석기업 페이스케일 데이터를 인용해 올해 미국 기업 92%가 임금 인상을 고려하고 있다고 29일(현지시간) 보도했다. 지난해 85%보다 늘어난 것이다.지난달 미국의 소비자물가지수는 1년 전보다 7.9% 올라 1982년 이후 가장 가파른 물가 상승률을 보고했다. 제롬 파월 미 중앙은행(Fed) 의장은 예상보다 물가가 급격히 오르는 원인 중 하나로 인건비 상승을 꼽았다. 임금 부담이 커진 기업들이 이를 소비자에게 전가하면서 인플레이션 압력을 높이고 있다는 것이다.채용사이트 글래스도어의 다니엘 자오 선임이코노미스트는 ""현 고용 상태를 유지하는 게 어렵다고 판단한 고용주들이 인력난을 피하기 위해 임금 인상에 나서고 있다""며 ""인플레이션 탓에 노동자들의 급여 인상 요구가 큰 데다 구인난까지 심해 노동자들의 협상력이 높아졌다""고 했다.임금 인상 움직임은 산업계 전반으로 번지고 있다. 오미크론이 번지며 극심한 구인난으로 항공편까지 취소해야 했던 항공사들이 적극적으로 움직이고 있다. 델타항공은 5월부터 7만5000여명인 직원들의 기본급을 4% 올리기로 했다. 사우스웨스트항공도 이달부터 직원들의 시간당 최저임금을 18달러로 조정했다. 지난해 6월 조정한 이 회사 직원들의 시간당 최저 임금은 15달러였다.소매업체들도 임금인상에 나섰다. 미 유통업체인 타깃은 지난달 매장과 창고 등에 근무하는 직원들의 최저 시급을 15달러에서 24달러로 조정했다. 직원들의 근무시간도 주 30시간에서 25시간으로 줄였다. 미 북부의 리조트업체 베일리조트는 직원들의 최저 시급을 20달러로 평균 30% 인상했다. 미 보험사 네이션와이드도 다음달부터 직원들의 최저 시급을 18달러에서 21달러로 올릴 계획이다.커피전문점 스타벅스, 멕시코음식점 치폴레그릴 등은 임금 인상 부담을 줄이기 위해 제품 가격을 올렸다. 하지만 상당수 기업은 임금 부담이 늘면서 수익률이 떨어질 것이란 분석이 나온다.기업들의 임금 인상분이 물가상승률을 따라가지 못한다는 지적도 있다. 월급보다 장바구니 물가가 가파르게 올라 소비자 구매력이 떨어질 것이란 뜻이다. 올해 직원 임금을 4% 넘게 올리겠다고 답한 기업은 44%였다. 나머지 기업의 임금 상승률은 미 연간 소비자물가 상승률(7.9%)의 절반에도 미치지 못할 것으로 예상된다."
"신용거래융자, 6거래일 연속 증가…21조9836억원",2022-03-30 16:54,이데일리,"[이데일리 유준하 기자] 신용거래융자가 6거래일 연속 증가했다.30일 금융투자협회에 따르면 지난 29일 기준 신용거래융자 잔고는 전거래일보다 1035억원 증가한 21조9836억원으로 집계됐다. 시장별로는 코스피 시장이 697억원 증가한 11조7190억원, 코스닥 시장은 338억원 증가한 10조2646억원으로 나타났다.한편 투자자예탁금은 하루 만에 감소하면서 지난 29일 기준 전거래일 대비 6653억원 감소한 63조1911억원으로 집계됐다."
금융위 특사경 세진다,2022-03-30 16:54,디지털타임스,"금융위원회 내 특별사법경찰(자본시장 특사경)이 새롭게 꾸려지면서 향후 자체 인지사건을 수사할 수 있게 됐다. 여기에 기존에 금감원에서 운영해온 특사경 인원도 15명으로 확대하면서 불공정거래에 대한 집행력 강화에 나선다.30일 금융위원회에 따르면 31일부터 금융위원회 자본시장조사단 내에 특사경 팀이 새롭게 설치되고, 본격적인 업무를 시작한다.이번 개편안을 통해 기존에 자본시장 특사경이 배치됐던 금융감독원, 서울남부지검뿐 아니라 금융위에 자본시장특사경 조직이 신설됐다. 신설된 특사경 팀에는 7명(금융위 3명, 금감원 4명)이 배치된다.특히 이번 개편으로 자본시장 특사경의 인지수사가 가능해졌다.현재는 증권선물위원장(증선위원장)이 검찰에 이첩한 긴급조치 사건 가운데 검사가 지휘해 배정한 사건에 대해 수사하고 있다. 그러나 앞으로는 한국거래소의 심리결과 통보에 따른 조사, 금융위·금감원 공동 조사를 통해 일정수준 조사가 이뤄진 사건 중 전환 필요성이 인정된 사건도 수사할 수 있게 된다. 단, 특사경이 자체적으로 범죄혐의를 인지하는 사건은 수사업무의 특수성, 국민 법 감정 등을 고려해 금융위 소속 특사경만 수행할 수 있다.여기에 자체인지 사건 등에 대한 무리한 수사개시를 막기 위한 장치로 별도로 수사심의위원회를 꾸렸다. 수사심의위 구성으로 금융위 자본시장조사단장이 위원장으로 있으며, 조사담당관(검사), 금융위 공정시장과장 또는 증선위 상임위원이 지정하는 4급 이상의 공무원, 금감원 부원장보 등이다.더불어 앞서 금감원 본원에서 운영해온 자본시장특사경도 종전 10명에서 5명을 충원해 15명으로 확대한다.금융위는 ""이번 특사경 체제 개편으로 혐의자 도주, 증거 인멸, 범죄 진행, 횡령 등의 우려가 있는 중대범죄 협의가 발견되면 신속히 직접수사로 전환해 투자자 피해를 최소화하고 자본시장에 대한 신뢰를 높이겠다""고 전했다."
"펄어비스, 허진영 대표이사 신규 선임",2022-03-30 16:54,이데일리,[이데일리 김소연 기자] 펄어비스(263750)는 정경인 대표이사 임기 만료에 따라 허진영 대표이사를 신규 선임했다고 30일 공시했다.
"카카오페이, 주가 회복·사업 확대 공언에 15만원 회복(종합)",2022-03-30 16:53,뉴스1,"전날보다 거래량 3.5배 증가…외인·기관 순매수지난해 11월 3일 서울 여의도 한국거래소에서 카카오페이의 코스피 신규상장 기념식이 열렸다. 2021.11.3/뉴스1 © News1 손엄지 기자(서울=뉴스1) 황두현 기자 = 카카오페이가 신원근 대표 체제 출범에 따른 기대감으로 5% 넘게 상승하며 15만원을 회복했다. 종가가 15만원을 넘은 건 지난 1월 12일 이후 처음이다.이날 거래량은 37만주에 육박하며 전날의 3.5배에 달했다. 전날(29일) 주주총회에서 주주가치 제고 의지와 향후 사업 계획을 밝히면서 이날 외국인과 기관의 매수세가 몰렸다.30일 한국거래소에 따르면 카카오페이는 전날보다 5.63%(8000원) 오른 15만원에 거래를 마쳤다. 전날(1.43%)에 이어 이틀 연속 상승했다.카카오페이 주가는 지난해 11월29일 28만8000원에 달했으나 같은해 12월 경영진의 스톡옵션 행사 소식이 알려진 뒤 주가가 급락했다. 지난 2월15일에는 12만원대를 기록하기도 했다.카카오페이는 전날 열린 정기주주총회에서 '지분 매각 논란'에 대해 사과하며 주가 부양에 나서겠다고 밝혔다.이날 선임된 신원근 대표는 ""법적으로 문제가 없는 시점에 회사 주식을 재매입하고 그 수익에 대해 크루(직원)와 사회를 위해 환원하겠다""고 말했다. 신 대표는 앞서 주가가 20만원을 회복할 때까지 최저임금을 받겠다고 밝힌 바 있다.또 ""MTS(모바일트레이딩시스템)를 주력으로 금융소비자보호법으로 중단한 보험 역시 확장할 것""이라며 ""보험상품 차별화로 또다른 혁신을 만들겠다""고 밝혔다.이날 주총에서 카카오페이는 정관에 Δ본인신용정보관리업(마이데이터) Δ전문개인신용평가업 Δ후불결제 및 여신 업무의 사업목적을 추가하기도 했다.김동우 교보증권 연구원은 ""대출과 보험분야 규제 이슈 관련 대안책들의 효과가 입증되고 경영진의 자사주 재매입에 따른 센티멘트(투자 분위기) 회복, 결제·금융 서비스 부문 성장에 따른 실적 개선 등이 주가 회복의 모멘텀""이라고 예상했다."
[포토] 오늘의 증시는?,2022-03-30 16:53,디지털타임스,"원·달러 환율이 전 거래일 대비 10.2원 하락한 1209.6원으로 장을 마친 30일 서울 중구 하나은행 딜링룸에서 직원들이 분주히 업무를 보고 있다. 이날 코스피는 5.67포인트 오른 2746.74, 코스닥은 1.24포인트 오른 939.07로 마감했다."
[포토] 우크라 협상 기대에 원·달러 환율 10원대 하락,2022-03-30 16:53,디지털타임스,"원·달러 환율이 전 거래일 대비 10.2원 하락한 1209.6원으로 장을 마친 30일 서울 중구 하나은행 딜링룸에서 직원들이 분주히 업무를 보고 있다. 이날 코스피는 5.67포인트 오른 2746.74, 코스닥은 1.24포인트 오른 939.07로 마감했다."
"[단독]'국산 백신 1호' 전세계 수출 첫발 뗀 SK바사 백신, 주가 회복할까",2022-03-30 16:52,서울경제,"WHO에 백신 긴급사용목록 등재 의향서 제출등재되면 코백스 통해 전세계 수출 가능주가 3.6%↑ ···고점 대비는 여전히 반토막안재용 SK바이오사이언스 대표이사가 지난 해 3월 18일 서울 여의도 한국거래소에서 열린 백신개발생산업체 SK바이오사이언스의 유가증권시장 신규상장 기념식에서 북을 치고 있다. 이호재 기자[서울경제]SK바이오사이언스(302440)가 국산 1호 코로나19 백신으로 유력한 GBP510에 대한 세계보건기구(WHO) 긴급사용목록(EUL) 등록 절차에 돌입했다. 매출 증가에 대한 기대감이 최고가 대비 반토막난 SK바이오사이언스의 주가를 끌어올릴지 주목된다. 다만 주가 부양에 GBP510 추가 계약과 인수합병(M&A) 성공 등 추가 모멘텀이 중요하다는 의견도 나온다.30일 업계에 따르면 최근 SK바이오사이언스는 WHO에 백신 후보물질 GBP510 긴급사용목록 등재을 위한 참여의향서(EOI)를 제출했다. 현재 WHO가 EOI를 검토하고 있는 단계다. EOI 승인 이후에는 제출 전 제약사와 WHO간 회의를 갖고 제약사가 등재 검토를 위한 서류를 본격적으로 제출하게 된다. SK바이오사이언스 관계자는 “GBP510 신속사용목록 등재를 위한 사전검토에 앞서 참여의향서를 제출했다”며 “완료되는 시간은 WHO에 달려있어 단언하기 어렵다”고 밝혔다.WHO 긴급사용목록 등재 절차 돌입이 지지부진한 SK바이오사이언스 주가에 호재로 작용할지 주목된다. 30일 한국거래소에 따르면 이날 SK바이오사이언스는 전거래일 대비 5500원(3.65%) 오른 15만 6000원에 거래를 마쳤다. 3월 들어 6.85% 상승했다. 하지만 지난해 8월 19일 종가 기준 최고가인 33만 5500원에 비해 53.50%나 떨어진 수준이다.WHO의 긴급사용목록에 등재되면 국내 뿐만 아니라 코백스를 통해 전세계 수출을 할 수 있다. SK바이오사이언스의 EOI 제출로 코백스 공급이 구체화된 것이다. GBP510은 SK바이오사이언스가 미국 워싱턴대 연구소와 공동개발한 코로나19 백신 후보물질이다. SK바이오사이언스는 올해 상반기 내 허가를 목표로 임상 3상을 진행하고 있으며, 하반기부터 공급이 진행될 예정이다. GBP510은 코백스 퍼실리티를 통해 수억 회 물량이 아프리카, 남아메리카, 동남아시아의 저개발 국가 등 전 세계에 공급될 예정이다. 이 후보물질은 인플루엔자나 B형 간염 등 기존 백신에서 활용되던 합성 항원 방식으로 개발돼 안전성이 높다는 평가를 받고 있고 냉장보관(2∼8℃)과 유통이 가능한만큼 중저소득 국가에서 활용할 가능성이 높다. 국제민간기구 감염병대비혁신연합(CEPI)의 차세대 코로나19 백신 프로젝트에 선정돼 약 2450억 원(2억 1370만 달러)의 개발비를 지원받기도 했다. 하나금융투자는 코백스 공급 첫 해에 GBP510 1억 6000만~3억 2000만 회분의 전세계에 수출될 것으로 예측한 바 있다. 서근희 삼성증권(016360) 연구원은 “코백스와의 GBP510 계약 규모는 더 늘어날 수도 있다”며 “계약기간이 2025년까지 체결된 만큼 지속적인 매출 성장에 기여할 것이다”고 설명했다.다만 코백스 수출은 주가에 선반영됐을 가능성이 있다. 추가 계약과 인수합병(M&A) 성공 등 추가 모멘텀이 주가 부양에 중요하다는 의견도 나온다. 서 연구원은 “목표주가 산정에 중요한 변수는 GBP510의 계약 규모다”라고 말했다. 박병국 NH투자증권(005940) 연구원은 “인수합병(M&A) 등으로 외형을 확장하고 송도 연구·공정개발(R&PD) 센터가 가시화되는 시점에 기업가치 향상이 기대된다”고 말했다."
[표]K-OTC 시장 거래 현황(3/30),2022-03-30 16:52,이데일리,[이데일리 유준하 기자] 다음은 3월30일 K-OTC 시장 거래 현황이다.
"[마감시황] 코스피, 지정학적 리스크 완화에 2740선 상승 마감",2022-03-30 16:52,서울경제,"사진은 30일 명동 하나은행 본점 딜링룸 모습./연합뉴스[서울경제]코스피가 기관의 매수세에 힘입어 30일 소폭 상승한 채 마감했다.한국거래소에 따르면 코스피 지수는 이날 전 거래일보다 5.67포인트(0.21%) 오른 2746.74를 기록했다. 이날 코스피는 전날보다 17.24포인트(0.63%) 오른 2758.31 출발했지만 외국인과 개인의 매도에 상승폭을 줄였다.유가증권시장에선 외국인과 개인이 각각 100억 원, 1376억 원을 순매도했다. 반면 기관은 1605억 원을 쓸어담았다.시가총액 상위 종목들도 삼성전자(005930)(-0.43%)와 LG에너지솔루션(373220)(-0.11%)을 제외하고 모두 올랐다. SK하이닉스(000660)와 삼성바이오로직스(207940)가 각각 0.83%, 1.93% 상승했다. 이어 네이버(1.50%), 키카오(0.95%), 삼성SDI(006400)(3.51%) 등도 주가 흐름이 좋았다.특히 우크라이나 전쟁 등 지정학적 리스크 완화로 자동차주가 강세를 보였다. 자동차 대장주인 현대차(005380)와 기아(000270)차는 각각 2.55%, 2.65% 주가가 위로 향했다.김석환 미래에셋증권 연구원은 “미국 증시가 우크라이나 사태 완화와 미국 장기국채금리 하락에 따른 기술주 강세 영향을 이어받으며 국내증시가 상승 마감했다”며 “마이크론 실적 호조에 따라 SK하이닉스가 상승했고 현대차와 기아 등 자동차 업종은 러시아 지정학적 리스크 완화와 공급망 해소 기대감에 주가가 강했다”고 진단했다.다만 이경민 대신증권 연구원은 “외국인이 장 중 순매도 전환하면서 코스피는 이날 오후들어 오히려 하락전환하는 모습을 보였다”며 “3월 중순부터 이어진 글로벌 증시 상승세는 결국 기대감에 의존한 것”이라고 분석했다. 이어 “한국은 중국발 변수와 최근에는 일본 변수까지 신경을 써야 하는 상황에서 국내 기업 실적 관련 불확실성까지 유입된 만큼 기대심리에 기반한 상승에 더욱 취약한 모습”이라고 설명했다.같은 시각 코스닥 지수는 전일 대비 1.24포인트(0.13%) 오른 939.07를 나타내고 있다. 지수는 4.25포인트(0.45%) 오른 942.08로 시작했다. 코스닥 시장에서는 개인과 외국인이 각각 269억 원, 255억 원을 순매수했다. 기관은 홀로 294억 원을 순매도했다.코스닥 시장의 시총상위 종목은 희비가 엇갈렸다. 셀트리온헬스케어(091990)와 에코프로비엠(247540)이 각각 0.77%, 1.30% 올랐다. 엘앤에프(066970)(2.16%), 펄어비스(263750)(0.99%), 셀트리온제약(068760)(0.51%) 등은 주가 흐름이 나쁘지 않았다.반면 카카오게임즈(293490)(-1.87%)와 위메이드(112040)(-0.30%), 천보(278280)(-0.69%) 등은 주가가 하락했다."
"'7연상' 현대사료, 경영권 양수도 계약 후 5배 올라…합병 성사 될까?’",2022-03-30 16:51,뉴스1,"카나리아바이오(구 두올물산)가 지분 매입 공시하며 주가 폭등8거래일 만에 주가 6배 올라…M&A 가능 여부 '미지수’1일 오전 한국거래소 서울사옥 홍보관에서 열린 현대사료(주) 코스닥시장 신규상장기념식에서 최규준 한국IR협의회 부회장(왼쪽부터), 정운수 한국거래소 코스닥시장본부장, 문철명 현대사료(주) 대표이사, 이동환 신한금융투자 GIB 부문장, 송윤진 코스닥협회 부회장이 상장기념패 전달 후 박수치고 있다. (한국거래소 제공) 2018.6.1/뉴스1(서울=뉴스1) 손엄지 기자 = 현대사료 주가가 '7연상'을 기록하며 고공행진 중이다. 시작은 애그플레이션(곡물과 농산물 가격 급등)이었지만, 최근 인수합병(M&A) 이슈가 더해지며 최근 2주 만에 주가는 6배 넘게 올랐다.과도하게 주가가 오른 만큼 투자자들의 주의도 필요한 상황이다. 특히 현 최대주주의 지분 가치가 매각 대금보다 5배 넘게 불어나면서 주식 양수도 계약이 무산될 수도 있다는 우려가 나오고 있다.30일 현대사료는 전일 대비 2만6900원(29.92%) 오른 11만6800원에 거래를 마쳤다. 지난 18일 기준 1만8700원에 불과했던 주가는 8거래일 만에 6배 넘게 올랐다. 과도한 주가 상승으로 거래가 정지된 28일을 제외하면 사실상 7거래일 연속 상한가다.주가가 급등한 재료는 카나리아바이오(옛 두올물산)의 인수 소식이다. 카나리아바이오는 장외주식거래 시장인 K-OTC에 상장된 비상장 기업이다. 자동차 내장재 사업을 영위하던 두올물산은 최근 사명은 카나리아바이오로 바꾸며 바이오업체로 변신했다. 카나리아바이오는 지난 21일 현대사료 지분 49.75%를 인수한다고 공시했다.증권업계에서는 카나리아바이오가 현대사료와 합병을 통해 코스닥 시장에 우회상장할 것으로 보고 있다. 이 경우 현대사료의 업종도 사료 제조업체에서 벗어나 바이오기업으로 변신하게 된다. 최근 현대사료에 과도한 투심이 쏠린 이유다.현대사료 공시© 뉴스1문제는 현대사료 주가가 가파르게 오르면서 합병에 차질이 생길 수도 있다는 점이다. 지난 21일 공시를 보면 현대사료 최대주주인 문현욱 외 4인은 카나리오바이오 외 2조합에 주당 2만2877원에 지분을 넘기기로 했다. 이는 계약 당시 주가보다는 경영권 프리미엄이 붙은 수준이지만, 이날 종가(11만6800원)과 비교하면 크게 낮다. 위약금을 주고서라도 계약을 파기할 수도 있는 것이다.물론 양수도 계약까지 맺고 파기되는 사례는 흔치 않다. 계약이 파기되면 주가는 다시 급락하게 되고, 각종 소송에 휘말릴 수도 있다. 다만 남양유업과 같이 선례가 없는 것은 아니어서 일각에서는 우려의 목소리가 나온다.지난해 5월 남양유업은 사모펀드 한앤컴퍼니와 주식매매계약을 체결했지만 2개월여 만에 돌연 계약을 파기했다. 시장에서는 계약 이후 주가가 2배 이상 오르자 더 높은 지분 가치를 인정받기 위한 움직임으로 해석했다. 결국 남양유업의 매각이 좌초되면서, 주가도 매각 작업 이전 수준으로 돌아갔다.이에 대해 현대사료 관계자는 ""양수예정일자는 5월4일로 아직 한 달 넘게 남아있기 때문에 회사 입장에서는 아무 말도 전할 수 없다""고 말했다.한 금융투자업계 관계자는 ""당장 지분을 넘기지 않고 시장에 내다 팔아도 5배 이익을 거둘 수 있는 상황에서 계약 파기는 아니더라도 더 높은 경영권 프리미엄을 요구하는 등 조율이 필요할 수도 있을 것""이라면서 ""이런 불확실한 상황 속에서 투자자들은 성급한 투자에 나서는 것을 지양해야 한다""고 말했다.현대사료는 현재 과도한 주가 상승으로 '투자경고' 종목으로 지정됐다. 28일 거래정지가 풀린 후 2연상을 기록하면서 거래는 다시 정지될 전망이다. 주가가 하락하지 않고 계속 오르면 거래정지와 재개가 반복될 수밖에 없다."
급등했던 국채금리 안정세…일제히 큰 폭 하락(종합),2022-03-30 16:50,연합뉴스,"국채 금리 하락 (PG)[장현경 제작] 일러스트(서울=연합뉴스) 김아람 기자 = 30일 국고채 금리가 큰 폭으로 하락했다.이날 서울 채권시장에서 3년 만기 국고채 금리는 전 거래일보다 8.5bp(1bp=0.01%포인트) 내린 연 2.615%에 장을 마쳤다.10년물 금리는 연 2.885%로 8.7bp 하락했다. 5년물과 2년물은 각각 8.9bp, 5.4bp 떨어져 연 2.801%, 연 2.352%에 마감했다.20년물은 연 2.883%로 8.7bp 내렸다. 30년물과 50년물은 각각 9.4bp, 8.4bp 하락해 연 2.739%, 연 2.725%를 기록했다.미국 연방준비제도(Fed·연준)의 긴축 가속 움직임과 국내 추가경정예산(추경) 편성에 따른 수급 우려가 겹쳐 채권 투자 심리가 급속도로 얼어붙었다.국고채 금리는 지난 28일 전 구간에서 10bp 이상 폭등해 연고점을 새로 썼으나 이후 급등세가 진정되며 조금씩 안정을 되찾는 모습이다.허재환 유진투자증권 연구원은 ""러시아-우크라이나 5차 평화협상이 건설적으로 진행된다는 언급에 원자재 가격 상승세가 둔화하고, 미국 10년물 국채금리도 6bp 이상 하락해 연 2.4%대를 하회했다""고 설명했다.rice@yna.co.kr"
삼양홀딩스 이영준·엄태웅 각자대표 체제로 운영,2022-03-30 16:50,연합뉴스,"정기주주총회[삼양홀딩스 제공. 재판매 및 DB 금지](서울=연합뉴스) 박상돈 기자 = 삼양홀딩스는 30일 종로구 소재 삼양그룹 본사에서 정기주주총회와 이사회를 열고 이영준 바이오팜그룹장을 대표이사로 신규 선임했다고 밝혔다.이로써 삼양홀딩스는 엄태웅·이영준 각자대표 체제로 운영된다.이날 주총에서는 재무제표 승인, 정관 일부 변경, 이사 선임, 감사위원회 위원 선임, 이사 보수한도 승인 등 5개 안건이 상정돼 모두 원안대로 의결됐다.kaka@yna.co.kr"
금융위 자본시장 특사경 출범…내일부터 본격 수사 개시,2022-03-30 16:50,조선비즈,"새로 개편된 금융당국의 자본시장특사경(특별사법경찰)이 본격적인 업무를 시작한다. 자본시장특사경은 자본시장 내 주가 조작(시세 조종), 미공개 정보 이용 등 불공정거래행위를 수사하는 조직이다.그래픽=손민균30일 금융위원회는 직무범위, 규모 등이 확대된 자본시장특사경이 31일부터 본격 업무를 개시한다고 밝혔다. 금융위는 지난해 말 자본시장특사경 개편방안을 발표하고, 출범을 위한 준비 기간을 거쳤다.기존에 16명(금융위 1명, 금감원 15명)이던 인원은 31명(금옹위 5명, 금감원 26명)으로 늘어났다. 기존에는 없었지만 금융위 자본시장조사단(자조단)에서 지명된 7명(금융위 3명, 금감원 4명)도 새롭게 합류했다.남부지검 파견 인원도 기존 6명(금융위 1명, 금감원 5명)에서 9명(금융위 2명, 금감원 7명)으로 확대됐다. 이들은 수사협력단, 금융조사부 등에서 검사의 수사 지휘를 받으며 불공정거래 사건 수사 업무를 수행할 예정이다.향후 자본시장특사경은 증권선물위원회(증선위)가 검찰에 고발, 통보하거나 증선위 긴급조치(패스트트랙) 사건 중 검사 지휘를 거쳐 배정된 사건을 우선적으로 수사한다는 방침이다.한국거래소의 심리 결과 통보에 따른 조사 또는 금융위, 금감원 공동 조사를 통해 일정수준 조사가 이뤄진 사건 중 수사전환 필요성이 인정된 사건 역시 수사할 수 있다. 금융위 소속 특사경에 한해 인지 수사도 가능하다.다만, 자체인지 사건 등에 대한 무리한 수사개시를 막기 위해 자본시장특사경 수사심의위원회를 운영할 계획이다. 사건의 긴급성 등 수사개시 필요성에 대해 사전 심의 기능을 수행하는 일종의 내부통제장치다.금융위 관계자는 “2013년 자본시장조사단 출범 이후 9년간 축적된 강제조사 경험, 금감원의 전문인력, 수사당국의 협업체계를 효율적으로 활용해 불공정거래 조사과정에서 발견되는 불법행위에 더 유기적으로 대응하겠다”고 밝혔다."
