제목,시간,언론사,본문
"삼성바이오로직스, 인천 송도에 제2바이오캠퍼스 부지 매입",2022-03-29 16:27,아시아경제,"[이미지출처=연합뉴스]삼성바이오로직스는 제2바이오캠퍼스 부지매입을 목적으로 인천경제자유구역청으로부터 송도국제도시 첨단산업클러스터 내 토지 및 건물을 취득 결정했다고 29일 공시했다.취득가액은 4260억원으로 자산총액의 5.35%에 해당한다. 취득 예정일은 2025년 4월30일이다.삼성바이오로직스는 ""상기 건은 제2바이오캠퍼스를 위한 부지 매입 건이며 당사는 우선협상대상자로 선정돼 토지매매계약 체결을 위한 협상을 진행 중""이라고 밝혔다."
'33배 수익' 스티커 재테크까지…포켓몬빵 열풍에 주가도 '훨훨',2022-03-29 16:27,머니투데이,"(서울=뉴스1) 김진환 기자 = 최근 재출시한 포켓몬빵이 큰 인기를 끌며 품귀현상을 겪고 있는 23일 서울 한 편의점 문에 품절을 나타내는 익살스러운 안내문이 붙어 있다. 2022.3.23/뉴스1# 직장인 이 모씨(29)씨는 최근 학창 시절 수집한 '띠부띠부씰'(뗐다 붙일 수 있는 캐릭터 스티커)을 서랍 속에서 찾아냈다. 친구가 중고거래 사이트에서 스티커를 팔아 짭짤한 수익을 올렸다는 소식에서다. 이 씨는 ""주위에 띠부띠부씰로 용돈을 버는 사람들이 늘고 있다""고 말했다.최근 재출시된 포켓몬빵이 품귀 현상을 일으키는 등 인기를 끌자 2000년대에 판매됐던 포켓몬빵 속 스티커를 되팔려는 '추억의 재테크'가 뜨고 있다. 새로 나온 스티커에도 웃돈을 얹어 판매하는 경우도 생겨나고 있다.1998년 출시돼 2006년 단종됐던 포켓몬빵은 지난달 재출시되면서 첫 출시 때보다 더 높은 인기를 끌고 있다. 포켓몬빵은 첫 출시 당시 월 500만개씩 팔렸는데 지난달 재출시 이후 한 달 동안 700만개 이상 팔려나갔다. 어린 시절 '띠부띠부씰' 스티커를 모았던 성인 소비자를 포함해 새로운 소비층이 더해지면서 광풍이 분 것으로 보인다.이렇다보니 포켓몬빵은 생산이 수요를 감당하지 못하는 품귀 사태가 이어지고 있다. 하지만 중고거래 사이트에서는 띠부띠부씰을 판매하려는 사람들로 붐빈다. 과거 출시됐던 1세대 원조 포켓몬 띠부띠부씰 모음이 수십만원에, 희귀 스티커가 한 장에 5만원에 거래되고 있다. 대표적 희귀 스티커인 포켓몬 뮤의 경우 빵 가격(1500원)의 33배인 5만원에 판매되고 있다. 이 같은 상황에 수집가들 사이에서는 '스티커 재테크'라는 말까지 나온다.한 판매자는 ""재출시된 SPC삼립의 포켓몬빵이 띠부띠부씰 수집 열풍을 불러오면서 원조 스티커 몸값도 덩달아 높아지고 있다""며 ""과거 가격보다 훌쩍 뛴 시세에 판매할 수 있어 '쏠쏠한 재테크' 수단이 되고 있다""고 말했다.포켓몬빵 인기 덕분에 포켓몬빵을 제조·판매하는 SPC삼립 주식을 산 투자자들은 높은 수익을 올리고 있다. 올 1월 7만원 수준이었던 주가는 30% 오른 9만원을 웃돌고 있다.주가를 가장 기본적으로 뒷받침해주는 실적도 나쁘지 않다. 2019년 영업이익 470억원으로 전년비 21.6% 감소하는 부진을 보였지만 이후 점차 회복하는 모습이다. 지난해 영업이익(잠정치)은 658억원으로 전년비 28.61% 증가했다.올해도 실적 성장은 지속할 전망이다. 금융정보업체 에프앤가이드에 따르면 SPC삼립의 올해 영업이익 전망치는 797억원으로 전년비 21.18% 늘어날 것으로 추산된다.김수현 한화투자증권 연구원은 ""지난달 포켓몬빵이 재출시 됐을 때 초기수용자들을 중심으로 관심을 끌면서 매출이 증가하기 시작하는데, 점점 모두가 특별한 경험해보길 원하면서 수요가 정점으로 향하고 있다""면서 ""아직 포켓몬빵은 사이클의 초반에 있는 것으로 보인다""고 말했다.그러면서 그는 ""주가는 희소성이 있을 때 오른다. 띠부띠부씰의 가격이 떨어질 때 주가는 고점을 지날 것""이라며 투자에 유의해야 한다고 덧붙였다."
"거래소, 3개월무위험지표금리선물 상장 기념식",2022-03-29 16:26,연합뉴스,"3개월무위험지표금리선물 상장 기념식(부산=연합뉴스) 29일 오후 부산 해운대 시그니엘호텔에서 열린 3개월무위험지표금리선물 상장기념식에서 참석자들이 기념촬영을 하고 있다. 왼쪽부터 이두복 미래에셋증권 부사장, 조효제 한국거래소 파생상품시장본부장, 이명호 한국예탁결제원 사장, 손병두 한국거래소 이사장, 박영석 중요지표관리위원회 위원장(서강대 교수), 박광수 동의대 교수, 박찬호 한국은행 부산본부장. 2022.3.29 [한국거래소 제공. 재판매 및 DB 금지] ccho@yna.co.kr(부산=연합뉴스) 조정호 기자 = 한국거래소는 29일 오후 부산 해운대구 시그니엘호텔에서 '3개월무위험지표금리선물 상장기념식 및 세미나'를 열었다.3개월 무위험지표금리(RFR·실거래 기반 금리 중 신용위험이 배제된 금리) 선물은 매 영업일 공시되는 한국무위험지표금리(KOFR)를 선물 만기 직전 3개월 동안 평균한 금리로, 최종결제일에 현금결제 하는 상품으로 28일 상장됐다.이날 기념식에는 손병두 한국거래소 이사장, 이명호 한국예탁결제원 원장, 박영석 중요지표관리위원장, 박찬호 한국은행 부산본부장, 이두복 미래에셋증권 부사장 등이 참석했다.'3개월무위험지표금리선물의 성공적인 정착을 위한 과제'를 주제로 열린 세미나에서는 임순영 한국거래소 증권파생상품연구센터 박사와 윤선중 동국대 경영학과 교수 등이 KOFR선물 활성화 방안 등을 발표했다.ccho@yna.co.kr"
"투게더펀딩, 박세진 신임 대표 선임…""초일류 테크 금융사 목표""",2022-03-29 16:26,한국경제,"P2P 분야 전문성과 능력 인정 받아투게더앱스 박세진 신임 대표. /사진=투게더앱스투게더펀딩을 운영하는 투게더앱스는 29일 박세진 부대표를 신임 대표로 선임했다고 밝혔다.투게더앱스는 이날 오전 서울 강남구에서 열린 제7회 정기 주주총회를 개최해 이같은 안건을 의결했다.박세진 대표는 개인 간 거래(P2P) 분야에서 높은 전문성과 업무 능력을 인정받아 왔다. 특히 박 신임 대표의 사업전략이 최근 변경된 새로운 최대주주의 전략과 일치해 내부승진으로 선임됐다.박세진 투게더앱스 신임 대표는 ""압도적인 기술력을 가진 1등 플랫폼 기업들은 외부 요인과 관계없이 안정적으로 성장했다""며 ""투게더앱스는 차세대 IT시스템을 이용한 자동화와 자가학습 상품평가 시스템을 통한 상품 안전성 확보에 사업역량을 집중해 경쟁사와 시장의 성장을 뛰어넘는 '초일류 테크(Tech) 금융사'가 되도록 노력하겠다""고 말했다.그러면서 ""제휴 확대를 통한 상생경영 실천과 상품 다각화를 통한 영업 실적 개선을 제1원칙으로 삼아 지속가능경영을 최우선으로 하겠다""고 덧붙였다.투게더앱스는 최근 핀다, 핀크, 뱅크샐러드, 핀셋, 카카오페이, 뱅크몰, 나이스평가정보 등과 제휴를 맺고 영업채널 다각화를 통한 차주 모집을 확대하고 있다. 또한 쿠팡 등의 오픈마켓과 제휴를 통한 선정산 서비스 론칭도 검토 중이다.박 대표는 ""주식을 연계한 스탁론, 오픈마켓과의 제휴를 통한 선정산 시스템, 직장인을 상대로 하는 페이론, 종합 신용대출 서비스 등 신시장 개척에도 집중할 것""이라며 ""신규 사업으로 3~4개 정도를 적극 검토하고 있다""고 밝혔다.이어 ""기존 주택담보대출 상품 영업력을 그대로 유지하는 하고, 또 다른 차주와 투자자의 니치(niche)를 연결해 낸다면 추가적인 성장 동력이 될 것""이라고 강조했다.한편 온투업이란 인터넷을 통해 투자자와 대출 희망자를 연결해 주는 서비스다. 대출을 받고자 하는 차주의 상환 능력에 따라 책정한 대출조건을 온라인을 통해 다수의 개인투자자와 연결해 주는 방식이다. 대출을 원하는 차주는 온투업체를 통해 기존의 대부시장 이자율보다 현저히 낮은 금리로 대출을 받을 수 있다."
"코스피, 기관 '사자'에 하루만에 반등…2740선 마감",2022-03-29 16:25,매일경제,"코스피가 29일 상승 마감해 2,740선을 회복했다. 사진은 이날 장을 마감한 서울 명동 하나은행 본점 딜링룸 모습. [사진 제공 = 연합뉴스]코스피가 기관의 매수세에 힘입어 강세 마감했다.29일 코스피는 전일 대비 11.51포인트(0.42%) 오른 2741.07에 장을 마쳤다.이날 지수는 16.06포인트 오른 2745.62에 개장해 상승세를 이어갔다. 외국인의 매도 공세에 2730선으로 밀리기도 했으나 개인과 기관이 매수 우위를 보이며 지수를 방어했다. 2730선에서 제한적인 등락을 이어가던 중 장 마감 직전 개인이 순매도로 전환했다. 하지만 기관의 매수세에 힘입어 하루 만에 반등에 성공했다.지난 밤 뉴욕증시는 러시아와 우크라이나 간의 지정학적 긴장이 완화될 것이라는 기대감과 유가 하락으로 상승 마감했다. 다우지수는 0.27%, S&P500지수는 0.71% 올랐다. 기술주 중심의 나스닥 지수는 1.31% 상승했다.이경민 대신증권 연구원은 ""지난 밤 러시아와 우크라이나의 평화 협상 기대감 유입으로 미국 증시가 상승전환한 점과 유가 급락에 따른 인플레이션 우려 완화, 위험선호 심리 개선으로 코스피 지수가 상승했다""면서도 ""외국인이 3거래일 연속 현물 순매도하고 펀더멘털(기초체력) 개선을 기반으로 한 뚜렷한 상승모멘텀이 부재한 가운데 오후 들어 상승폭이 축소됐다""고 설명했다.아시아 증시는 혼조세를 보이고 있다. 오후 4시 2분 현재 일본 닛케이지수, 홍콩 항셍지수는 각각 1.10%, 0.80% 상승하는 반면 중국 상하이종합지수, 심천종합지수는 각각 0.32%, 0.66% 하락세를 보였다.이날 유가증권시장에서는 업종별로 전기·전자, 제조업, 화학, 운수창고, 서비스업, 유통업, 의약품이 강세를 보인 반면, 전기가스업, 건설업, 기계, 섬유·의복이 약세를 나타냈다.매매주체별로 개인과 외국인은 82억원, 2832억원 순매도한 반면 기관은 3265억원 순매수했다. 프로그램 매매는 970억원 매도 우위를 나타냈다.시가총액 상위 종목 중에서는 SK하이닉스, 삼성SDI, 셀트리온, 현대차, LG에너지솔루션이 1%대 강세를 기록했다. KB금융, 카카오뱅크, POSCO홀딩스는 약세 마감했다.이날 유가증권시장에서는 477개 종목이 상승했고 386개 종목이 떨어졌다.코스닥은 전일 대비 10.72포인트(1.16%) 오른 937.83에 마감했다.이날 에디슨모터스의 쌍용차 인수가 무산된 가운데 에디슨EV 주가가 큰 폭으로 널뛰기했다. 코스닥시장에서 에디슨EV는 전 거래일 대비 5.31% 내린 1만1600원에 거래를 마쳤다.에디슨EV는 오전부터 장중 20% 이상 급락세를 이어가며 한때 하한가에 근접한 8720원까지 떨어졌지만 오후 2시 30분께 인수 계약 해제 효력정지 가처분 신청 사실을 공시한 직후 주가는 1만4900원까지 치솟았다."
'영업정지 위기' HDC현산 5.9% 하락 마감…연일 하락세(종합),2022-03-29 16:23,뉴스1,"잇딴 사고로 최대 2년4개월 영업정지 처분 가능성29일 오전 서울 여의도 전경련회관 컨퍼런스센터에서 열린 HDC현대산업개발(HDC현산) 주주총회에서 주주들이 입장을 위해 줄을 서 있다. /뉴스1 © News1 신웅수 기자(서울=뉴스1) 정지형 기자 = 영업정지 위기를 안은 HDC현대산업개발(HDC현산)이 이틀째 약세를 보이고 있다.29일 유가증권시장(코스피시장)에서 HDC현산은 전날 대비 5.85%(950원) 하락한 1만5250원에 거래를 마쳤다.개인이 48억원을 순매수했으나 기관과 외국인이 각각 31억원, 15억원을 순매도하면서 주가를 끌어내렸다.HDC현산은 전날에도 5.26% 하락 마감한 데 이어 이날도 떨어지면서 종가 기준 지난달 25일 이후 한 달여 만에 1만5000원대로 내려왔다.잇따른 붕괴 사고로 HDC현산이 영업정지 처분을 받을 상황에 놓이자 주가가 약세를 피하지 못하는 것으로 풀이된다.국토교통부는 전날 관할 관청인 서울시에 HDC현산을 대상으로 광주 아파트 붕괴사고 책임을 물어 영업정지 1년이나 등록말소 처분을 내려줄 것을 요청했다.지난해 6월 광주 동구 학동4구역 철거 건물 붕괴 참사와 관련해서도 HDC현산은 처분을 앞두고 있다.두 사고에 모두 영업정지 처분이 내려질 경우 영업정지 기간만 최대 2년4개월에 이를 것으로 예측된다."
"삼성물산, 회사채 수요예측서 3배 가까이 자금 받아",2022-03-29 16:22,헤럴드경제,"3000억 모집에 8400억 받아[헤럴드경제=이호 기자] 삼성물산이 회사채 수요예측서 모집물량의 3배 가까운 자금을 받아내며 흥행에 성공했다.29일 투자은행(IB) 업계에 따르면 삼성물산은 3년물로 2000억원 모집에 6000억원, 5년물로 1000억원 모집에 2400억원을 받아 총 3000억원 모집에 8400억원의 자금을 받았다.삼성물산은 3년물에 마이너스(-) 20베이시스포인트(bp)~20bp, 5년물에 -30bp~30bp의 금리밴드를 제시해 3년물은 5bp, 5년물은 25bp에 모집물량을 채웠다.다음달 5일 회사채를 발행할 예정인 삼성물산은 최대 5000억원의 증액발행을 고려하고 있다."
"넷마블, 블록체인·메타버스 기반 신작 선보인다",2022-03-29 16:21,비즈니스워치,"올해 기점으로 신사업 기반 선보일 방침29일 권영식 넷마블 대표가 서울 구로구 지타워컨벤션에서 열린 제11기 정기 주주총회를 진행하고 있다. /사진=넷마블 제공""올해를 기점으로 블록체인 기술 기반의 다양한 신작을 선보이겠다""권영식 넷마블 대표는 29일 서울 구로구 지타워컨벤션에서 열린 제11기 정기 주주총회에서 ""넷마블은 또 한번의 진화와 재도약을 위해 블록체인과 메타버스 등 관련 차세대 기술 확보와 연구 개발에 큰 공을 들여왔다""며 이같이 말했다.넷마블은 지난 1월 NTP(Netmarble Together with Press) 행사를 통해 'A3: 스틸얼라이브'를 시작으로 전체 게임의 70%를 블록체인과 연계하겠다는 계획을 밝힌 바 있다.권 대표는 ""게임 사업의 근본적인 경쟁력 강화를 위해 중장기적인 관점에서 많은 노력을 지속 중""이라며 ""게임 플랫폼의 다변화를 비롯 신장르 개척 및 자체 IP 육성, 넷마블 고유의 IP 생태계 구축을 위해 심혈을 기울여왔다""고 말했다.이날 주주총회에서는 제11기 재무제표 승인의 건, 사외이사 선임의 건, 감사위원회 위원 선임의 건, 이사 보수한도 승인의 건, 임원퇴직금 지급규정 승인의 건 등 총 6건의 의안이 모두 가결됐다.넷마블은 지난해 연결재무제표 기준 매출 2조5069억원, 영업이익 1510억원, 당기순이익 2492억원을 달성했다.2017년 상장 이후 처음으로 이사회 구성원에도 변화가 생겼다. 기존 사외이사 3인의 임기가 만료됨에 따라 김준현 CJ주식회사 부사장, 이찬희 전 대한변협 회장, 전성률 서강대 경영대학 교수가 신규 사외이사로 합류하게 됐다. 주주가치 제고를 위한 비전도 발표됐다. 지난해 628억원의 배당에 이어 올해도 433억원의 현금 배당을 실시할 예정이다. 1주당 예정 배당금은 528원이다. 넷마블은 2018년과 2019년 대규모 자사주 매입을 통해 주주 친화 정책을 실천한 바 있다."
"뉴로스, 주주명부 열람 및 등사 신청 취하",2022-03-29 16:20,이데일리,[이데일리 김인경 기자] 뉴로스(126870)는 김형욱씨 외 50인이 지난 7일 제기한 주주명부 열람 및 등사 신청이 취하됐다고 29일 공시했다.
"고바이오랩, 이마트서 100억 투자 유치…3자배정 유증 결정",2022-03-29 16:19,뉴시스,"기사내용 요약건강기능식품 합작투자법인 운영 본격 개시[서울=뉴시스] 송연주 기자 = 고바이오랩은 이마트로부터 100억원의 전략적 투자를 유치했다고 29일 공시했다.이날 고바이오랩은 100억원 규모의 3자 배정 유상증자를 결정했다. 목적은 건강기능식품 자회사에 출자하기 위해서다.보통주 54만4960주가 신주 발행되며, 신주 발행가액은 1만8350원이다. 신주상장 예정일은 다음 달 20일, 기준주가는 보통주 1만8134원이다.이마트는 고바이오랩의 3자배정 유상증자에 참여하는 방식으로 100억원을 투자할 예정이다.양사는 이달 건강기능식품 합작법인 ‘위바이옴’(weBiom)을 설립했다.고바이오랩은 “브랜드 육성, 생산기반 구축 등의 목적으로 합작법인에 대한 증자가 필요했다”며 “양사 결속력을 높이기 위해 전략적 투자에 합의했다”고 설명했다.회사 관계자는 “위바이옴은 고바이오랩과 이마트의 특장점을 하나로 융합한 결정체다”며 “이번 전략적 투자는 위바이옴의 건강기능식품 사업 추진의 동력이 될 것이다”고 말했다.이어 “이마트는 이번 투자계약을 통해 고바이오랩으로 직접 투자함과 동시에 위바이옴에 별도로 투자할 계획이다”며 “올 1월부터 합작법인을 야심차게 준비해왔다”고 말했다.양사는 향후 연구 협의체를 구성해 신규 균주를 발굴하고 차별화된 건강기능식품을 출시할 예정이다."
"삼성바이오로직스, 4260억원 규모 송도 제2바이오캠퍼스 부지 매입 의결",2022-03-29 16:18,아시아경제,"삼성바이오로직스는 인천경제자유구역청(IFEZ)로부터 송도국제도시 첨단산업클러스터(C) Ki19 부지 매입을 이사회에서 의결했다고 29일 공시했다.취득가액은 4260억원 규모며, 자산총액의 5.35%에 해당한다.이번 부지는 제2바이오캠퍼스 부지로 활용될 예정이다.취득 예정일자는 오는 4월30일이다."
3개월무위험지표금리선물 상장 기념식,2022-03-29 16:18,연합뉴스,"(부산=연합뉴스) 29일 오후 부산 해운대 시그니엘호텔에서 열린 3개월무위험지표금리선물 상장기념식에서 참석자들이 기념촬영을 하고 있다. 왼쪽부터 이두복 미래에셋증권 부사장, 조효제 한국거래소 파생상품시장본부장, 이명호 한국예탁결제원 사장, 손병두 한국거래소 이사장, 박영석 중요지표관리위원회 위원장(서강대 교수), 박광수 동의대 교수, 박찬호 한국은행 부산본부장. 2022.3.29 [한국거래소 제공. 재판매 및 DB 금지]ccho@yna.co.kr"
"옵트론텍, 제이월드 주식 200억원 규모 처분",2022-03-29 16:17,아시아경제,옵트론텍은 제이월드의 주식 200억원상당(214만8680주)을 처분하기로 했다고 29일 공시했다.회사 측은 보유지분 매각을 통한 투자자금 회수 및 재무건전성 제고를 위한 조치라고 설명했다.
"나노스, 홍진의 사내이사 대표이사로 선임",2022-03-29 16:17,이데일리,[이데일리 김인경 기자] 나노스(151910)는 양선길 대표이사가 사임함에 따라 홍진의 사내이사를 대표이사로 선임한다고 29일 공시했다. 단 양선길 전 대표이사는 사내이사직은 유지한다.
"기관 ‘사자’에 코스피 2700선 회복, 아모레퍼시픽 3.92%↑ [마감시황]",2022-03-29 16:17,이코노미스트,"삼성전자·SK하이닉스 상승, 한국전력 연료비 동결에 2.80%↓2차전지株 에코프로비엠·엘앤에프·천보 강세, 심텍 1.39% ↓코스피 상승률 1위 동양3B우, 코스닥 하락률 1위 애드바이오텍29일 코스피는 전날보다 11.51포인트(0.42%) 오른 2741.07에 거래를 마쳤다. [중앙포토]29일 코스피는 전날보다 11.51포인트(0.42%) 오른 2741.07에 거래를 마쳤다. 기관이 3268억원 사들이면서 지수를 끌어올렸다. 반면 개인은 85억원, 외국인은 2801억원 팔아치웠다.시가총액 상위 항목은 대부분 올랐다. 반도체 대장주 삼성전자는 0.72%, SK하이닉스는 1.69% 상승 마감했다. ICT 대장주 네이버(0.75%)와 카카오(0.48%)도 소폭 상승했다.특히 아모레퍼시픽이 3.92% 강세였다. 증권가에선 2분기부터 면세 수요가 회복될 것이라는 긍정적인 전망을 내놨다. 이밖에 삼성에스디에스(2.65%), 포스코케미칼(3.42%) 등이 강세였다.반면 원전 수혜주로 불리는 두산중공업은 3.65% 하락 마감했다. 한국전력은 정부가 전기요금의 핵심인 2분기 연료비 조정단가를 동결하면서 2.80% 빠졌다.이날 유가증권시장에서 가장 많이 오른 종목은 동양3우B(21.91%), 플레이그램(14.88%)이었다. 반면 HDC랩스(-9.29%), 대신 2X 니켈선물 ETN(H)(-8.82%)는 가장 많이 떨어진 종목으로 꼽혔다.코스닥지수는 전날보다 10.72포인트(1.16%) 상승한 937.83에 마감했다. 외국인기 1510억원, 기관이 845억원 순매수하면서 지수를 견인했다. 반면 개인은 홀로 2027억원 순매도했다.시가총액 상위 종목은 빨간불을 켰다. 시총 상위 15개 종목은 일제히 올랐다. 2차전지주인 에코프로비엠은 2.40%, 엘앤에프는 5.05% 상승 마감했다. 천보는 6.01% 뛰었다. 간밤 주식 분할 소식으로 테슬라가 상승한 것이 2차전지주에 긍정적 영향을 미친 모양새다. 테슬라는 8.03% 급등했다.게임주도 동반 상승했다. 펄어비스(0.50%), 카카오게임즈(4.84%), 위메이드(0.40%) 각각 올랐다. 특히 카카오게임즈는 모바일 MMORPG 게임 '오딘:발할라 라이징'(오딘)이 대만에서 출시되면서 흥행 기대감에 상승했다.반면 반도체주인 심텍(-1.39%), 메타버스 관련주 위지윅스튜디오(-1.39%)는 하락했다.이날 코스닥시장에서 가장 많이 오른 종목은 에스엘바이오닉스(29.55%), 한프(28.79%)였다. 반면 가장 많이 떨어진 종목은 애드바이오텍(-17.86%)과 누보(-14.32%)였다."
"[외환마감]환율, 7원 이상 하락해 1210원대 복귀…위험선호+위안화 강세",2022-03-29 16:16,이데일리,"글로벌 달러인덱스 반락 98선 등락외국인 순매도 축소, 코스피 강보합위안화도 아시아 장에서 강세 흐름[이데일리 이윤화 기자] 원·달러 환율이 하루 만에 전일 상승분을 대부분 되돌리며 1210원대로 다시 하락했다. 글로벌 달러화 강세가 이어지고 있지만, 국내증시가 저가 매수 등에 강보합권에서 마감하며 위험선호 심리가 이어진데다 위안화 또한 강세를 나타내고 있다.사진=AFP29일 서울외국환중개에 따르면 이날 원·달러 환율은 전 거래일 종가(1227.30원)보다 7.50원 하락한 1219.80원에 장을 마감했다. 전날 8.50원 올라 1220원대에 안착한 지 하루 만에 1210원대로 하락 전환했다. 이날 환율은 전일 대비 4.30원 하락한 1233원에 시작해 1220원을 경계에 두고 등락하다가 오후 들어 낙폭을 키웠다.환율 하락을 이끈 것은 글로벌 달러인덱스 급등세 진정, 국내증시에서 외국인 투자자의 순매도 축소에 따른 위험선호 심리 연장이다. 글로벌 달러인덱스는 엔화 약세 등에 99선 위로 올랐다가 다시 반락한 모습이다. 이날 오전 2시께 달러인덱스는 전일 대비 0.16포인트 내린 98.93을 기록하고 있다. 중국 상해 등 코로나19 주요 도시 봉쇄에도 달러·위안 환율(CNH)이 오히려 전일 대비 0.04% 오른 6.38위안에 거래되며 강세 흐름을 나타내고 있다.김승혁 NH선물 연구원은 “우크라이나 협상 진전 기대에 따라 국제유가 하락, 외국인 순매도 축소 등 위험선호 심리가 많이 돌아온 것 같다”면서 “엔화 약세에 따른 달러인덱스 강세 국면에도 위안화가 아시아장에서 강세 흐름을 보이면서 원화 강세 전환에 도움을 준 것 같고, 네고 물량도 많이 나왔다”고 말했다.국내증시에서 외국인 투자자도 순매도 흐름을 줄이면서 코스피, 코스닥 지수가 모두 강보합권 마감했다. 이날 외국인 투자자는 코스피 시장에서 2800억원 가량 순매도했지만, 기관이 3200억원 가량 매수 우위를 나타내면서 지수를 전일 대비 0.42% 가량 끌어 올렸다. 코스닥 시장에서는 외국인이 하루 만에 순매수 흐름으로 전환해 1500억원 사고 기관도 850억원 사면서 지수가 전일 대비 1.16% 상승 마감했다.한편, 이날 서울외국환중개와 한국자금중개에서 집계된 거래규모는 91억7700만달러로 집계됐다."
시장 압도한 KEDI 30 ETF…코스피200 상승률의 7배,2022-03-29 16:16,한국경제,"한달간 수익률 4%0.63%에 그친KODEX 200 따돌려미래에셋자산운용의 ‘TIGER KEDI혁신기업ESG30 상장지수펀드(ETF)’가 최근 한 달간 4% 넘는 수익률을 기록했다. 시장 대표지수 중 하나인 코스피200을 추종하는 ETF에 비해 7배 가까이 높은 수치다. 시장에서는 TIGER KEDI30 ETF가 국내주식형 ETF의 대표 상품으로 자리 잡았다는 평가가 나온다.29일 TIGER KEDI30 ETF는 0.68% 오른 1만390원에 거래를 마쳤다. 최근 한 달 동안 4.16% 상승했다. 시장 대표지수인 코스피200을 추종하는 ETF 중 순자산이 가장 많은 삼성자산운용의 ‘KODEX 200’은 최근 한 달간 0.63% 올랐다. 순자산이 두 번째로 많은 ‘TIGER 200’ 역시 0.64% 오르는 데 그쳤다. TIGER KEDI30 ETF 수익률의 7분의 1 수준이다.TIGER KEDI30 ETF가 코스피200 추종 ETF에 비해 높은 수익률을 올릴 수 있는 것은 성장 가능성이 높은 혁신기업에만 투자하기 때문이다. 이 ETF는 한국경제신문사가 만든 주가지수 KEDI30(KEDI 혁신기업ESG30)을 추종한다.KEDI30은 △정보기술(IT) △미래기술 △플랫폼 △바이오 등 4개 분야의 최고 기업들로 지수를 구성한다. 국내 주요 기업 최고경영자(CEO) 130여 명이 혁신기업 50곳을 1차적으로 선별하면 한경, 연세대 경영대 동반경영연구센터, IBS컨설팅이 공동 개발한 ESG(환경·사회·지배구조) 평가모델을 적용해 30곳을 최종 선정한다. 삼성전자, 현대자동차, 네이버 등 대기업뿐 아니라 리노공업, 더존비즈온 등 강소기업까지 투자 대상이다.개인투자자들은 지난달 8일 상장한 TIGER KEDI30 ETF를 이날까지 387억6000만원어치 순매수했다. 해당 기간 국내 주식형 ETF(레버리지·인버스형 제외) 중 개인 순매수액 1위다. 2위인 ‘KODEX 2차전지산업’(288억7000만원)보다 순매수액이 100억원 가까이 많다."
