제목,시간,언론사,본문
'러시아 ETF' 원금 못 건진다,2022-04-03 13:59,아시아경제,"합성형 ETF는 TRS 계약…기초지수 수익률 보장형 상품실물형 ETF는 주식, 채권 등 실물 자산 편입실물형 ETF는 자산 팔아서 투자자에게 돈 돌려줄 수 있어합성형 ETF는 헤지 자산 대부분이 선물…지수 '0' 되며 청산헤지 자산 중 실물인 '아이셰어즈MSCI러시아ETF'만 남아'KINDEX 러시아MSCI (합성) ETF'가 상장폐지를 피해도 원금을 보전할 가능성이 거의 없다.3일 한국투자신탁운용에 따르면 'KINDEX 러시아MSCI (합성) ETF'의 헤지 자산 중 선물은 모두 청산됐고, 실물 자산만 거래가 재개될 수 있도록 당국과 논의 중이다.'KINDEX 러시아MSCI (합성) ETF'는 합성형 상품이라 시간이 지나도 원금 회복이 불가능하다.ETF는 크게 실물형과 합성형으로 구분된다. 실물형 ETF는 주식, 채권 등 실물 자산을 편입해 운용한다. 따라서 실물형 ETF가 상장폐지되거나 문제가 생겨도 ETF가 담고 있던 실물 자산을 팔아 투자자들에게 돈을 나눠줄 수 있다.반면 합성형 ETF는 증권사와 스와프 계약을 맺고 기초지수(기초자산) 수익률을 보장받는 방식이다. 투자자(운용사)는 직접 실물 자산(주식, 채권 등)을 취득하지 않고 수수료만 내고, 증권사가 대신 실물 자산을 산다. 대신 수익률에 따른 손익은 투자자(운용사)가 감수하는 구조다.합성형 ETF는 2013년 한국투자신탁운용이 국내에 처음 선보였다. 증권사와 총수익률스와프(TRS) 계약을 맺은 후 ETF에 편입해 성과를 받아오는 구조다. 신흥국 등 직접 접근하기 어려운 지역이나 상품에 간접적으로 투자할 수 있다는 장점이 있다. 또 배당소득세가 높은 미국에 투자할 경우 직접 투자가 아니기 때문에 절세 효과도 누릴 수 있다.[이미지출처=연합뉴스]문제는 'KINDEX 러시아MSCI (합성) ETF'가 헤지 자산으로 선물과 실물 일부를 담았다는 점이다. 주식과 채권 등 실물 자산은 가치가 내려가도 거래가 재개되며 수요가 몰리면 다시 가치가 오를 수 있다. 그러나 선물은 다르다. 만기일에 손실이 나면 이를 보전하기 위해 담보자산을 처분한다.러시아와 우크라이나 전쟁이 시작되고 루블화 가치 폭락, 러시아 주식 시장 휴장 등으로 변동성이 심해지자 MSCI가 모든 지수 내 러시아 주식에 대해 '0.00001'로 적용했다. 러시아 선물 가격이 '0'으로 수렴하면서 모두 청산된 것이다.'KINDEX 러시아MSCI (합성) ETF'의 헤지 자산 중 선물은 되살릴 수 없고, 실물 자산인 '아이셰어즈 MSCI 러시아 ETF' 정도만 남게 됐다.자산운용사 관계자는 ""KINDEX 러시아MSCI (합성) ETF의 헤지 자산 대부분 선물이라 다시 거래되더라도 투자금의 일부만 살릴 수 있다""고 말했다."
"""마스크 곧 벗는다""…外人, 2주연속 순매수 이끈 코스닥 상장사",2022-04-03 13:59,아시아경제,"윤석열 국민의힘 대선후보가 14일 서울 여의도 중소기업중앙회에서 열린 '중소기업 정책비전 발표' 행사에 참석, 발언을 하기 위해 마스크를 벗고 있다./윤동주 기자 doso7@외국인 투자자들이 국내 증시에서 2주연속 순매수를 기록했다. 특히 외국인은 지난주 코스피 시장에선 1조원 가까이 순매도한 반면, 코스피 시장에선 8800억원 어치 순매수했다.3일 한국거래소에 따르면 외국인은 지난달 28일부터 지난 1일까지 국내 증시에서 780억원 상당의 순매수를 기록했다. 유가증권시장에서 9101억원 규모 순매도를 기록한 반면, 코스닥 시장에선 8813억원 어치 순매수했다.외국인은 이 기간 코스닥 상장사 클래시스를 6684억원 어치 사들이며 전체 주식시장에서 가장 큰 순매수(6689억원)를 기록했다. LG에너지솔루션(1099억원)과 엘앤에프(1092억원), S-Oil(671억원),KT(571억원) 등도 순매수 상위 순위에 올랐다.클래시스는 기업인수목적회사(SPAC) 케이티비스팩2호가 흡수합병하며 변경 상장한 피부미용 의료기기 업체다. 코로나19의 글로벌 대유행이 정점을 지난데다 국내 코로나 확진자수가 지난주부터 감소세로 접어들면서 리오프닝 기대감이 클래시스 주가를 부양한 것으로 풀이된다. 코로나19 종식으로 마스크를 벗게되면 피부미용기기 판매가 대폭 늘어날 수 있어서다.서근희 삼성증권 연구원은 “마스크 착용 의무화는 독일, 프랑스, 미국 등 주요 국가에서 해제 수순을 밟고 있다. 이는 곧 2년간 억눌려왔던 외모 관리에 대한 필요성이 대두될 것임을 의미한다”면서 리오프닝 흐름이 거스를 수 없는 대세라고 판단했다.반면 외국인은 지난주 삼성전자를 1조573억원 어치 순매도하며 가장 많이 팔아치웠다. 이어 SK하이닉스(-3225억원)와삼성전자우(-1664억원), 포스코홀딩스(POSCO홀딩스 -1063억원), HMM(-681억원) 등의 순으로 순매도 규모가 컸다."
"""메이퇀, 하반기 갈수록 실적·주가 모두 좋아질 것""",2022-04-03 13:55,아시아경제,"메이퇀이 하반기로 갈수록 양호한 주가 흐름을 보일 것이란 전망이 나온다. 중국 정부의 빅테크 규제로 그간 부진한 주가 흐름을 보였지만, 적자 규모가 축소되고 있는 만큼 반등이 기대된다는 판단에서다.3일 메이퇀 주가는 155.5홍콩달러를 가리키고 있다. 최근 5거래일간 10.28% 상승했는데, 빅테크 규제 리스크가 남아있음에도 양호한 실적을 내놓은 것이 투심 확대에 주효한 영향을 준 것으로 추정된다.메이퇀은 지난해 4분기 매출액으로 495억위안을 기록해 전년동기대비 31% 증가했다. 영업손실은 50억위안으로 적자 폭을 축소해 시장 예상 수준을 웃돌았다. 박주영 키움증권 연구원은 “신규 사업 적자 폭이 전분기 대비 축소됐다”며 “코로나 19 확산에도 배달음식과 인스토어·호텔사업이 예상 대비 탄탄한 이익 성장세를 보였다”고 말했다.부문별로 보면 배달음식은 매출액 261억위안을, 영업이익은 17억위안을 기록했다. 중국 소비부진과 코로나19 확산세로 인해 분기 매출 증가는 1% 줄어들며 둔화된 모습을 보였다. 다만 라이더 성과보수 감소로 수익성이 개선되면서 영업이익은 전 분기 대비 98% 증가했다.인스토어와 호텔 부문은 매출액 87억위안, 영업이익 39억위안을 기록했다. 인스토어 사업의 중소형 도시 침투율 상승에도 코로나19로 호텔사업이 부진해 호텔예약수는 분기 대비 4% 줄었다. 다만 영업 효율성 제고로 영업이익률은 전년동기대비 5%포인트 성장했다.신규사업은 매출액 147억위안, 영업손실은 102억원을 기록했다. 정부 규제로 인한 무분별한 투자가 축소됐고 리테일 사업부문의 비즈니스 모델도 개선되며 적자 폭이 감소했다. 이동연 한국투자증권 연구원은 “4분기 실적 발표를 보면 중국 빅테크의 성장률이 전반적으로 낮아졌는데 메이퇀의 경우 견조한 실적을 낸 것으로 분석된다”며 “어려운 환경에서도 성장성을 유지하며 수익성까지 개선시켰다”고 설명했다.다만 올해 1분기 실적 둔화는 불가피할 것으로 예상된다. 1월과 2월의 영업성과는 탄탄했지만 코로나19가 재확산되면서 음식배달과 인스토어, 호텔 부문의 성장률 둔화가 전망되기 때문이다. 이동연 연구원은 “본토 코로나19 신규 확진자가 줄어드는 시점부터 주가도 변동성을 줄이며 반등할 것”이라며 “하반기로 갈수록 실적과 주가가 좋아지는 흐름을 예상한다”고 전했다."
"삼성증권, 최대 세전 연 10.16% 수익 '온라인 전용 ELS' 모집",2022-04-03 13:52,뉴스1,"© 뉴스1(서울=뉴스1) 손엄지 기자 = 삼성증권은 최대 세전 연 10.16%의 수익을 추구하는 온라인 전용 주가연계증권(ELS) 27884회를 오는 8일 오후 1시까지 모집한다고 3일 밝혔다.삼성증권 ELS 27884회는 홍콩(HSCEI), 일본(NIKKEI225), 미국(S&P500) 지수를 기초자산으로 하는 3년 만기의 상품으로, 만기까지 세 지수가 모두 최초 기준가의 50% 미만으로 하락한 적이 없으면 세전 연 10.16%의 수익을 지급한다.ELS 27884회는 스텝다운 구조로 3개월마다 조기상환 기회가 주어지며, 세 지수가 모두 설정시 기준가의 95%(3, 6개월), 90%(9, 12, 15, 18개월), 85%(21, 24, 27, 30개월), 80%(33개월), 75%(36개월) 이상이면 세전 연 10.16%를 지급하고 상환된다.또한 같은 기간 동안 모집하는 온라인 전용 ELS 27885회는 유럽(EUROSTOXX50), 홍콩(HSCEI), 일본(NIKKEI225) 지수를 기초자산으로 하는 스텝다운 구조의 3년 만기의 상품으로, 6개월마다 조기 상환 기회가 주어지며, 세 기초자산 모두 만기까지 최초 기준가의 45% 미만으로 하락한 적이 없으면 세전 연 8.24%를 지급하고 상환된다.전문투자자가 아닌 모든 개인 일반 투자자는 숙려제 대상 고객으로, 가입을 원할 경우 4일 오후 11시까지 청약한 후, 7일에 최종 가입의사를 확정해야 가입이 완료된다."
"미래에셋캐피탈, 사상 최대 실적…""신기술사업금융 육성 성과""",2022-04-03 13:51,뉴스1,"'뛰어난 성과 달성'한 이만희 대표이사, 정기주총 서 연임이만희 미래에셋캐피탈 대표이사 © 뉴스1(서울=뉴스1) 손엄지 기자 = 미래에셋캐피탈이 2021년 결산 기준 세전이익 1514억원을 기록하며 사상 최대 실적을 기록했다.3일 미래에셋캐피탈에 따르면 작년말 기준 총 자산은 6조 2010억원으로 2018년말 기준 4조 1005억원과 비교해 3년 동안 51% 성장했다. 같은 기간 877억원이던 세전이익이 작년에는 1514억원으로 크게 올랐다.미래에셋캐피탈 관계자는 ""대기업들과의 조합결성을 통해 국내외 신성장 산업에 투자하는 신기술사업금융을 적극적으로 육성해왔고, 기업여신 기반의 투자금융 분야에서도 성장 기업에 대한 메자닌 투자 등을 확대하면서 이익 성장을 가속화하는 기반을 마련해왔다""고 설명했다.또 벤처투자본부를 추가 신설하는 등 투자 조직을 확대하고, 데이터를 기반으로 하는 리테일금융 부문에서 네이버파이낸셜, 더존비즈온 등 플랫폼 기업들과의 협업을 통해 금융 소외 계층인 중소 상공인들을 대상으로 사업자 대출, 매출채권 팩토링, 결제대금 선정산 등 다양한 서비스들을 출시 하며 사업 다각화를 진행해 온 것이 성과를 기록했다.이런 성과를 반영해 작년 11월 이만희 대표이사가 사장으로 승진했고, 신성장기업 투자를 이끌고 있는 정지광 상무는 부문대표로 선임됐다.지난 3월31일 개최된 정기주주총회와 이사회에서 기존 사외이사인 정석구 상지대학교 미디어영상광고학부 교수, 윤정선 국민대학교 경영대학 교수와 함께 이만희 대표이사는 연임됐다.이만희 미래에셋캐피탈 대표이사는 ""앞으로도 미래에셋그룹의 혁신·투자DNA를 기반으로 신성장과 벤처기업 투자를 더욱 확대할 것""이라면서 ""중소기업의 금융 애로를 해소할 수 있는 공급망금융에 집중함으로써 우리나라 중소기업의 성장을 돕는 포용 금융 실현에 적극 앞장서겠다""고 말했다."
[표]해외 DR 가격(4월 1일),2022-04-03 13:47,서울경제,[서울경제]
"미래에셋캐피탈 작년 세전이익 1514억, 사상 최대 실적 달성",2022-04-03 13:45,머니투데이,"[신기술사업금융 괄목 성장, 정기주총서 이만희 대표 등 연임]미래에셋 센터원 빌딩미래에셋캐피탈이 지난해 사상 최대 세전이익 실적을 기록했다. 정기주주총회에서는 이만희 대표이사가 연임했다.미래에셋캐피탈은 3일 ""2021년 결산 기준 세전이익이 1514억원으로 2017년 여신전문 금융회사의 고유 비즈니스를 시작한 이래 사상 최대 실적을 기록했다""며 이같이 밝혔다.금융감독원에 따르면 미래에셋캐피탈은 지난해 별도재무제표 기준 영업수익이 전년(2020년) 대비 19.28% 늘어난 3127억원, 순이익이 89.06% 증가한 1142억원에 달했다. 세전이익(1514억원)의 전년비 증가율은 60.29%에 이른다.미래에셋캐피탈은 ""차별화된 투자역량을 바탕으로 대기업들과의 조합 결성을 통해 국내외 신성장 산업에 투자하는 신기술사업금융을 적극 육성해왔다. 여기에 기업여신 기반의 투자금융 분야에서도 성장 기업에 대한 메자닌 투자 등을 확대하며 이익성장의 속도를 높여 왔다.또 벤처투자본부를 추가 신설하는 등 투자조직을 확대하고 데이터를 기반으로 하는 리테일금융 부문에서 네이버파이낸셜, 더존비즈온 등 플랫폼기업들과의 협업을 통해 금융소외 계층인 중소 상공인들을 대상으로 사업자 대출, 매출채권 팩토링(유동화), 결제대금 선정산 등 다양한 서비스들을 출시하기도 했다.그 결과 미래에셋캐피탈의 별도 기준 자산총계는 6조2000억원을 돌파해 3년 전인 2018년(4조1005억원) 대비 51% 커졌다. 같은 기간 수익성은 더 견조한 성장세를 보이며 2018년 877억원이던 세전이익이 2021년 1514억원에 이르게 됐다.이같은 성과를 높이 평가받아 이만희 대표이사가 지난해 11월 사장으로 승진했다. 신성장기업 투자를 담당하는 정지광 상무도 부문대표로 선임됐다.한편 지난달 31일 개최된 정기주총과 이사회에서 기존 사외이사인 정석구 상지대 교수, 윤정선 국민대 교수와 함께 이만희 대표도 연임됐다. 고중혁 중앙대 교수와 정지광 부문대표도 신규로 이사로 선임됐다.이만희 대표는 ""앞으로도 미래에셋그룹의 혁신·투자 DNA를 바탕으로 신성장·벤처기업 투자를 더 확대하고 중소기업의 금융애로를 해소할 수 있는 공급망 금융에 집중, 우리나라 중소기업 성장을 돕는 포용 금융 실현에 앞장설 것""이라고 했다."
"'미중갈등 상징' 멍완저우, 화웨이 순환회장으로 승진",2022-04-03 13:41,한국경제,"사진=AFP중국에서 '항미(抗美)의 아이콘'으로 부상한 멍완저우 화웨이 부회장이 순환회장으로 승진했다.3일 중국 관영매체 글로벌타임스 등에 따르면 화웨이는 지난 1일 자로 멍 부회장을 순환회장 중 한 명으로 선임했다. 멍 부회장은 화웨이를 창업한 런정페이 최고경영자(CEO)의 딸로 2010년부터 최고재무책임자(CFO)를 맡고 있다. 그는 미국 정부가 대(對)이란제재 위반 혐의로 발부한 체포영장에 따라 2018년 12월 캐나다에서 체포돼 가택연금 상태로 지내다 미·중 정상회담 직전인 작년 9월 풀려났다.순환회장은 화웨이가 2012년 도입한 특유의 인사 제도다. 3명의 부회장이 6개월씩 돌아가면서 런 CEO와 공동으로 회사를 경영한다. 은둔형 경영자인 런 CEO 대신 외부 활동은 순환회장이 도맡아 하고 있다. 이사회 의장은 량화 의장이 별도로 맡는다.멍완저우는 2018년 부회장으로 승진했으나 순환회장은 아니었다. 기존 순환회장 겸 부회장은 쉬즈쥔(마케팅 전문), 후허우쿤(인사), 궈핑(상품개발) 등 3명이었다. 궈핑이 지난 3월 말로 순환회장 겸 부회장 자리를 내려놓고 감사위원회 주석(의장)으로 이동했다. 1일부터는 후 부회장이 순환회장에 올랐다. 기존 순번상으로는 멍 부회장이 쉬 부회장 다음인 내년 4월 순환회장에 오르게 된다.중국 매체들은 멍 부회장이 순환회장을 두세 차례 경험한 뒤 아버지의 뒤를 이어 화웨이의 CEO에 오를 것으로 보고 있다. 화웨이는 미·중 기술패권 전쟁 속에 미국의 제재를 집중적으로 받으면서 지난해에는 매출이 19년 만에 감소하는 등 위기가 가중되고 있다. 이런 상황에서 3년 만에 귀환한 멍 부회장은 중국 정부의 대대적인 '띄우기' 속에 '국민 영웅'급의 대접을 받고 있다.베이징=강현우 특파원 hkang@hankyung.com"
"“도이치모터스, 신차 판매 순항… 중고차 사업도 맑음”",2022-04-03 13:39,아시아경제,"도이치모터스가 순항 중인 신차 판매 사업과 탄탄한 중고차 사업을 기반으로 올해 성장세를 보일 것이라는 분석이 나왔다.3일 유안타증권에 따르면 올해 1분기 도이치모터스가 판매하는 BMW와 포르쉐의 월별 판매대수는 각각 1100대, 130대로 전분기 대비 23%, 67% 증가한 것으로 추정된다. 이에 BMW와 포르쉐의 매출액은 1542억원, 2852억원으로 전년 동기 대비 12.2%, 6.4% 늘어날 것으로 전망된다.허선재 유안타증권 연구원은 “글로벌 차량용 반도체 수급 이슈가 지속되고 있지만 상대적으로 국내에 배정되는 신차 물량이 증가하면서 도이치모터스의 신차 판매대수는 올해도 꾸준히 증가할 것”으로 예상했다.중고차 부문은 오프라인 플랫폼 ‘도이치오토월드’와 온라인 플랫폼 ‘차란차’를 통해 운영된다. 허 연구원은 AS서비스와 중고차 금융, 수입인증중고차 간의 사업적 시너지가 올해 본격화될 것으로 내다봤다.그는 “연간 12만대의 중고차가 판매되는 도이치오토월드를 통해 고품질의 중고차를 대량 조달할 수 있는 사업 기반을 확보했다”며 “향후 국내 중고차 시장에서 유의미한 점유율 확대를 꾀할 수 있을 것”으로 분석했다.그는 도이치모터스의 중고차 사업 핵심 성공요인으로 품질이 검증된 중고차를 대량으로 조달할 수 있는 역량을 꼽았다. 또 온라인 중고차 사업은 ‘차란차’의 수익모델을 단순 광고료 수취에서 차량판매 수수료를 수취하는 방식으로 변화될 가능성이 커 사업 확대가 예상된다고 밝혔다.그는 “2022년 예상 실적은 매출액 1조9000억원, 영업이익 670억원으로 전년 동기 대비 각각 12.1%, 19.1% 증가할 것”이라며 “실적 성장 요인은 고가 모델 위주의 신차 판매량 성장 지속, AS수요 증가, 오프라인 플랫폼 시너지 효과에 기인한다”고 설명했다.이어 그는 “글로벌 차량용 반도체 수급 이슈가 지속되며 지난해 대비 실적 성장세는 소폭 둔화될 것”이라면서도 “다만 약 5000대 수준의 포르쉐 주문 대기 물량, 2023년 차량용 반도체 이슈 해소 등을 감안하면 내년부터 실적 성장세가 더욱 가속화될 것”으로 전망했다."
[부고] 정병선 (키움증권 상무)씨 부친상,2022-04-03 13:37,뉴스1,"(서울=뉴스1) = ■ 정일조 별세, 정병선(키움증권 상무장), 정병길(프리랜서), 정병우(대우건설) 부친상, 정문영(한국기업평가), 박경미(주부), 문해영(SK인천석유화학) 시부상 = 3일, 정읍유림장례식장 VIP3호실(2층), 발인 5일 오전 8시, 서남권 추모공원."
줄어드는 전쟁 공포…이제 실적에 주목하라,2022-04-03 13:11,비즈니스워치,"[주간개미소식지]투자자 불안 지표 VIX지수 36에서 20으로 회복삼성전자 잠정 실적…전년 대비 38% 증가 전망러시아-우크라이나 전쟁 리스크가 장기화 국면에 접어들면서 국내외 증시에 주는 영향력이 축소되는 것으로 보인다. 글로벌 증시 변동성을 나타내는 대표 지수가 하락하는 것이 그 예다.증권가에서는 경제지표와 개별기업 실적에 더 주목할 필요가 있다고 조언한다. 실적 호조뿐 아니라 인플레이션 압력 상승과 대내외 정책 수혜 등의 모멘텀이 기대되는 기업에 관심을 가지라는 의견도 나온다.영향력 감소하는 전쟁 리스크3일 시카고옵션거래소(CBOE)에 따르면 지난달 31일 기준 VIX지수는 20.56으로 산출됐다. 러시아의 우크라이나 침공이 본격화되면서 지난달 초 36.45까지 올랐던 VIX지수가 20선으로 내려왔다.VIX지수는 미국 대표 시장지수인 스탠다드앤드푸어스(S&P)500 지수옵션의 향후 30일간 변동성에 대한 시장의 기대를 반영하는 지수다. 주식시장의 변동성을 나타내는 대표적인 지표로 VIX지수가 높아진다는 것은 투자자들의 불안 심리가 높아진다는 것을 뜻한다.이 지수가 하락했다는 것은 러시아-우크라이나 전쟁이 주식시장에 주는 영향력이 감소하고 있는 것으로 해석할 수 있다.증권업계에서는 전쟁 변수에 대한 우려가 줄어들고 있는 만큼 경제지표와 기업실적을 주목하라는 조언이 나온다.우선 미국 채권시장에서 장단기 금리차가 역전되고 있는 점이다. 지난달 29일 미국 채권시장에서 2년물 국채금리가 10년물 국채금리를 넘어섰다. 통상 채권은 대출기간이 길수록 불확실성이 높아 금리가 높다. 단기 채권 금리가 장기 채권 금리를 넘어섰다는 것은 단기간 불확실성이 높아졌다는 것을 뜻한다. 역사적으로도 장단기 금리차 역전 후 경기침체가 나타났던 경우가 많았다. 그러나 전문가들은 경기침체 확률은 높지 않은 것으로 보고 있다. 전규연 하나금융투자 연구원은 ""금융시장은 2년-10년물 금리차에 주목하지만 중앙은행은 3개월-10년물 금리차의 예측력이 더 높은 것으로 보고 이를 모니터링 한다""며 ""3개월-10년물 금리차가 상승하고 있어 1년후 미국 경제가 침체 국면에 접어들 확률은 6.1%로 낮다""고 말했다.중요해진 기초체력…모멘텀도 관심 가져야연초 이후 주식시장에 큰 영향을 줬던 전쟁 동향, 통화정책 등 외부 변수가 줄어들면서 기업의 실적을 우선적으로 챙겨야 할 것으로 보인다.우선 삼성전자의 잠정 실적 발표를 시작으로 1분기 실적시즌이 본격적으로 개막한다. 금융정보업체 에프앤가이드가 집계한 증권사 평균 실적 전망치에 따르면 삼성전자의 지난 1분기 영업이익은 전년 동기 대비 38.9% 증가한 13조283억원에 달할 것으로 전망된다.최근 논란이 일었던 게임 최적화 서비스(GOS) 이슈에도 스마트폰 판매량이 늘어나면서 IM(IT&모바일) 부문 실적 증가가 예상된다.송명섭 하이투자증권 연구원은 ""스마트폰 출하량이 17% 증가하고 고가폰 비중 확대에 따른 이익률 개선이 기대된다""며 ""IM 부문 영업이익은 전분기 대비 49% 증가하는 4조원에 달할 것""이라고 말했다.잠정 실적 발표를 확인하면서 리오프닝 테마, 정책 수혜주 등 모멘텀을 가진 종목에도 관심을 가져야 한다는 의견이 나온다.김영환 NH투자증권 연구원은 ""실적 가시성 높은 성장주, 리오프닝 관련주, 인플레·대내외 정책 수혜주 등 모멘텀을 보유하면서 1분기 실적이 긍정적인 주식에 대한 선별적 접근이 바람직하다""고 말했다.김 연구원은 관심 업종으로 에너지, 조선, 의류, 유통, 인터넷, 2차전지를 추천했다.외인 내다 판 삼전·하이닉스 받아낸 개미지난 28일 2729.56으로 출발했던 코스피는 지난 1일 2739.85로 마감했다. 지난주 외국인이 9010억원, 기관이 310억원 순매도했으나 개인이 9840억원을 순매수하며 주가를 끌어올렸다.외국인은 반도체주 매도에 집중했다. 지난주 외국인이 가장 많이 내다 판 종목은 삼성전자로  총 7670억 순매도했다. 다음으로는 SK하이닉스를 1610억원 순매도했으며 삼성전자 우선주도 1550억원 순매도했다. 외국인의 삼성전자, SK하이닉스 매도 물량은 개인이 다 받아냈다. 지난주 개인이 가장 많이 매수한 종목은 삼성전자로 총 1조원 순매수했다. 다음으로는 SK하이닉스를 2080억원 순매수했고 삼성전자 우선주는 1670억원 순매수했다.코스닥시장에서는 개인과 기관이 매도세를 보인 반면 외국인은 8750억원을 순매수했다. 외국인이 가장 많이 순매수한 종목은 클래시스로 총 6700억원 규모였다."
"""S-Oil, 정유 초호황으로 1분기 어닝 서프라이즈 전망""",2022-04-03 13:09,헤럴드경제,"신한금융투자, 1분기 영업이익 1조2700억원 전망[제공=신한금융투자][헤럴드경제=김현경 기자] S-Oil이 정유 초호황에 힘입어 올해 1분기 어닝 서프라이즈(깜짝 실적)를 기록할 전망이다.신한금융투자는 S-Oil의 1분기 영업이익이 1조2700억원(전기 대비 +224%)으로 컨센서스 9409억원을 상회할 것으로 내다봤다. 정유 영업이익은 1조1000억원(+381%)을 예상했다.이진명 신한금융투자 연구원은 ""유가 급등에 따른 대규모 재고평가이익과 정제마진 강세로 분기 최대 실적이 예상된다""고 설명했다.분기말 유가(두바이유)가 30달러 이상 상승하며 약 6000억원의 재고이익을 기대했고, 정제마진은 공급 우려 속 타이트한 수급이 지속되며 5달러/배럴 상승한 것으로 추정했다. 특히 경유 생산 비중이 2021년 기준 36%로 경유 마진 강세의 최대 수혜를 예상했다.화학 부문은 부진하고, 윤활기유는 선방할 것으로 전망했다. 화학 영업이익은 -340억원으로 적자 지속을 예상했다. 아로마틱 제품(PX, 벤젠 등) 스프레드는 개선됐으나 산화프로필렌(PO), 폴리프로필렌(PP) 스프레드가 각각 36%, 49% 하락하며 부진한 실적이 예상될 것이란 분석이다. 윤활기유 영업이익은 2026억원(-11%)으로 추정했다. 글로벌 정제설비 가동률 상승에 따른 공급 증가로 기유 가격이 하락하는 가운데 원가 상승으로 스프레드 둔화가 불가피하지만 고급 기유 중심의 견조한 수요가 지속되며 감익폭은 제한적일 것으로 봤다.이 연구원은 ""지정학적 리스크로 국제 유가 강세가 지속되는 가운데 타이트한 수급으로 정제마진 상승세도 이어지고 있다. 향후 유가가 하향 안정화될 경우 재고이익은 감소하겠으나 올해 정제마진 강세는 지속될 전망이다. 정유 호황에 따른 연간 최대 실적이 예상되며 배당 기대감도 점차 확대될 전망""이라며 S-Oil에 대해 목표주가 14만원, 투자의견 '매수'를 유지했다."
