제목,시간,언론사,본문
김원규 이베스트투자증권 사장 연임 확정…주당 600원 배당,2022-03-25 18:02,데일리안,"주총 안건 모두 통과김원규 이베스트투자증권 대표이사 사장. ⓒ이베스트투자증권[데일리안 = 황인욱 기자] 김원규 이베스트투자증권 대표이사 사장이 연임에 성공했다.이베스트투자증권은 25일 서울 여의도 본사에서 정기 주주총회를 열고 김원규 사장의 대표이사 재선임 안건을 의결했다. 임기는 2025년 3월까지다.또한, 전용준 사내이사와 이정의·나윤택·김진한 사외이사도 재선임됐다. 이정의·나윤택·김진한 사외이사의 감사위원 재선임 안건도 통과됐다.이외 재무제표 승인의 건, 이사 보수 한도 승인의 건, 임원 퇴직금 지급 규정 개정 승인의 건도 원안대로 가결됐다.김원규 사장은 2019년 3월 이베스트투자증권 대표이사 자리에 올라 성장을 이끌었단 평가를 받는다. 이베스트투자증권은 자기자본이 1조원에 못미치지만 지난해 1600억원대의 순익을 거뒀다.이날 주총에서 374억원 규모의 배당안도 통과돼 보통주 1주당 600원을, 종류주 1주당 437억원을 배당한다."
[ETF줌인] 52주 신고가 경신…'애그플레이션'에 베팅,2022-03-25 18:02,서울경제,"[서울경제]‘인베스코 DB 농업(Agriculture) 펀드(DBA)’는 밀·옥수수·대두·커피·설탕 등 10개의 농산물 선물계약지수에 투자하는 원자재 상장지수펀드(ETF)다. 다양한 곡물 선물에 투자하고 있기에 글로벌 농산물에 종합적으로 투자하기 원하는 사람들에게 적합하다. 도이체방크가 관리하는 ‘DBIQ 다각화된 농업지수’를 추종하며 매년 11월 비중 및 구성 리밸런싱을 진행한다.2007년 1월 상장된 DBA는 2007~2008년 이어진 글로벌 애그플레이션 현상과 맞물려 급등했지만 이후 농산물 가격의 안정화와 함께 장기간 우하향하는 수익률 곡선을 그려 왔다. 하지만 지난해 1분기 무렵부터 남미 지역의 작황 부진과 해상 운임 및 연료·비료 가격 상승 등의 악재에 옥수수·대두 등 국제 곡물가가 상승세를 보이자 반등을 시작했다. 곡물가의 오름세는 1년이 지난 지금까지 이어졌고 이 기간 DBA의 수익률은 30.71%에 이른다. 게다가 글로벌 곡창지대 중 하나인 우크라이나에서 전쟁이 발발하며 소맥(밀) 가격이 치솟았고 DBA 역시 재차 상승해 연일 52주 신고가를 경신하는 중이다. 순자산 역시 이달에만 3000만 달러 이상 급증, 1억 6900만 달러로 불어났다.농산물 ETF로 알려져 있는 DBA지만 실제 농업 섹터에는 전체 자산의 절반 정도만 투자하고 있다. 나머지 절반으로는 미국 재무부에서 발행되는 단기·고신용 채권 등 안전자산에 투자하는 자사의 신탁·ETF 상품을 편입, 이자 수익으로 펀드 수익률에 변화를 주는 동시에 위험 분산 효과를 낸다. 22일 기준 농업 섹터에서 편입 비중이 가장 높은 상품은 밀이다. 캔자스시티상품거래소(KCBT)에서 거래되는 겨울 밀 선물과 시카고선물거래소(CBOT)의 밀 선물을 합쳐 전체의 7.9%가량을 편입하고 있다. 뒤를 이어 옥수수(6.97%), 대두(6.93%), 설탕(5.60%), 커피(5.48%), 생우(Live Cattle·5.46%), 코코아(5.04%), 돈육(Lean Hog·4.67%), 비육우(Feeder Cattle·1.77%), 원면(Cotton·1.45%) 순으로 투자하고 있다. 총보수는 0.94%로 일반적인 ETF와 비교해 상당히 높은 편이다. 하지만 밀·옥수수·대두 등 개별 농산물에 투자하는 WEAT, CORN, SOYB 등의 ETF 보수가 1.88~2.19%인 것과 비교하면 상대적으로 저렴하다.전문가들은 DBA가 투자가 까다로운 농산물 선물에 고루 투자할 수 있는 대표 상품이라는 점에서 주목도가 높지만 인플레이션 헤지용으로도 관심을 가져볼 만하다는 의견이다. 박은석 한화투자증권 연구원은 “2008년과 2011년 미국 소비자물가지수(CPI)가 상승할 때 농산물 ETF 역시 강세를 보인 바 있다”며 “인력 부족과 공급망 이슈, 유가 상승 등의 인플레이션이 예상보다 길어진다는 인식이 부각될수록 농산물 ETF가 강세를 보일 것”이라고 말했다."
"인플루언서 공동구매 플랫폼 ‘위아유’, 푸드테크 기업 ‘수지스링크’와 MOU 체결",2022-03-25 18:01,서울경제,"위아유 김윤성 대표(좌), 수지스링크 이세희 대표(우), 제공-(주)아이아이아이아이[서울경제] 인플루언서 공동구매 플랫폼 위아유(김윤성 대표)와 푸드테크 기업 수지스링크(이세희 대표)의 업무협약(MOU)이 24일 파주시 소재 수지스링크 본사에서 체결됐다.이번 협약을 통해 필(必)환경 시대 생산부터 소비에 이르기까지 전 과정에 걸쳐 사회적, 윤리적 책임을 다하는데 양사가 힘을 보탠다는 계획이다. 인플루언서 캠페인 활동을 공동으로 지원하고, 환경적 가치를 제공하는 웰니스 제품을 개발하여, 유통시장 ‘미닝아웃(Meaning out)’ 트렌드의 리딩 플랫폼과 브랜드로 도약한다는 계획이다.수지스링크는 2016년 설립 이후 신선한 국내산 냉장육을 이용한 고급 닭가슴살 제품을 선보여 주목받았다. 2017년 12월부터는 코스트코에 납품을 시작해 2017년 9억1000만원에 불과하던 매출액은 2018년엔 85억7000만원으로 836.8% 뛰었다.닭가슴살의 성공에 이어 체중조절용 도시락 등 기능성 냉동 도시락으로 사업을 확장, 농협하나로마트·홈플러스 등 오프라인 유통업체뿐 아니라 마켓컬리 등 온라인몰에도 입점해 판로를 넓혔다. 이 덕분에 2019년 91억4000만원, 2020년 177억7000만원이던 매출액은 작년 2021년 230억원으로 크게 성장했다.이세희 수지스링크 대표는 “ESG(환경, 사회, 지배구조) 경영에 대한 사회적 역할의 중요성이 증가하는 시대적 요구에 따라, 윤리적 푸드테크 기업으로 퀀텀 점프하는 해가 될 것”이라며 “올해 주요 과제로 3세대 식물성 대체육 설비를 도입해 지구환경과 가족의 건강을 생각하는 비건 제품군의 출시를 앞당길 수 있도록 노력할 것”이라고 밝혔다.김윤성 위아유 대표는 “인플루언서들이 사회에 미치는 영향력이 커진 만큼 공동구매 플랫폼 역시 단순히 물건을 파는 이상의, 신념과 사회적 가치를 제품으로 전달할 수 있어야 한다. 이번 협약을 통해 ESG 생태계 조성에 동참할 수 있어 기쁘게 생각하며, IT기업의 사회적 책임을 다할 것”이라고 밝혔다"
日증시 상승 마감..닛케이 28149.84(+0.14%),2022-03-25 18:00,이데일리,[이데일리 MARKETPOINT]15:15 현재 日증시 상승 마감..닛케이 28149.84(+0.14%)
오늘의 레이더M 뉴스 (3월 26일),2022-03-25 18:00,매일경제,●'인플루언서 매칭 플랫폼'에 투자한 사모펀드
"[올댓차이나] 홍콩 증시, 우크라·미중대립 등 우려에 속락 마감..H주 3.24%↓",2022-03-25 17:59,뉴시스,"[서울=뉴시스]이재준 기자 = 홍콩 증시는 25일 우크라이나 정세 악화와 미중 대립, 중국 경기둔화에 대한 우려로 투자심리가 나빠지면서 크게 속락 마감했다.항셍지수는 이날 전일 대비 541.07 포인트, 2.47% 급락한 2만1404.88로 폐장했다.홍콩 증시 상장 중국기업주 중심의 H주 지수는 전일보다 244.22 포인트, 3.24% 대폭 떨어진 7283.92로 폐장했다.중국 최대 전자상거래주 알리바바가 5.62%, 징둥닷컴 5.30%, 게임주 왕이 4.86%, 생활 사이트주 메이퇀 뎬핑 8.16%, 시가총액 최대 중국 인터넷 서비스주 텅쉰 HD 2.62%, 광학부품주 순위광학 5.02% 곤두박질 쳤다.신아오 에너지는 4.31%, 중국 의약품 야오밍 생물 8.36%, 스야오 집단 2.57%, 중국생물 제약 4.72%, 스포츠 용품주 리닝 5.64%, 안타체육 4.23%, 생수주 눙푸산취안 4.85%, 태양광 패널주 신이광넝 4.16%, 전동공구주 촹커실업 3.62%, 의류주 선저우 국제 3.85%, 식육가공주 완저우 국제 2.50%, 유리주 신이보리 1.64%, 맥주주 바이웨이 2.87%, 화룬맥주 2.50% 내렸다.부동산주 화룬치지는 0.96%, 비구이위안 1.09%, 카오룽창 치업 1.27%, 항룽지산 1.38%, 부동산 관리주 비구이위안 복무 3.57%, 전기차주 비야디 6.04%, 자동차주 지리 HD 4.14%, 유방보험 3.14%, 중국인수보험 2.28%, 중국핑안보험 2.46%, 초상은행 2.20%, 홍콩교역소 2.71% 하락했다.반면 음향부품주 루이성 과기는 3.29%, 중신 HD 3.08%, 부동산주 헨더슨랜드 2.28%, 청쿵기건 1.04%, 신세계발전 0.93%, 선훙카이 지산 0.79%, 룽후집단 0.78%, 청쿵기건 0.19% 올랐다.위생용품주 헝안국제도 1.85%, 영국 대형은행 HSBC 0.19%, 중국은행 0.66%, 항셍은행 0.80%, 중국공상은행 0.64%, 중국건설은행 0.53% 상승했다.거래액은 메인보드가 1475억6860만 홍콩달러(약 22조9930억원), H주는 643억1970만 홍콩달러를 기록했다."
미래에셋생명 김재식 대표 선임…각자대표 체제 운영,2022-03-25 17:58,아시아경제,미래에셋생명은 25일 주주총회에서 김재식 관리총괄(54)을 대표이사로 선임했다고 공시했다.김 대표는 2017년 6월~2019년 1월 미래에셋생명 대표를 지낸 뒤 미래에셋증권 사장과 대표이사를 거쳐 지난해 11월에 미래에셋생명 관리총괄로 복귀했다. 이어 이날 주총에서 대표로 공식 선임됐다.이에 따라 미래에셋생명은 김 관리총괄 대표와 변재상 영업총괄대표 각자대표 체제로 운영된다. 관리총괄 대표는 자산관리와 조직관리 등을 책임진다.
[부고] 이창용(대신증권 목동WM센터 부장)씨 부친상,2022-03-25 17:51,데일리안,"[데일리안 = 이충재 기자] ▶이동우 씨 별세, 이민용(평화드림 관리팀장) 창용(대신증권 목동WM센터 부장) 부친상= 25일 오전 6시 30분, 서울성모장례식장 5호실, 발인 27일 오전 9시, (02) 2258-5946."
"리튬플러스, 수산화·탄산리튬 생산 핵심장비 입고 ""국내 최초 생산 임박""",2022-03-25 17:51,아이뉴스24,"7월 매출 기대리튬플러스가 25일 리튬 생산의 핵심장비인 50톤(t) 규모 특수제작 반응기 10기 입고가 시작됐다고 밝혔다.앞으로 일정은 오는 6월까지 증발기, 여과장치 등 모든 생산 준비를 마치고 7월부터 3천600톤 규모의 배터리급 수산화리튬·탄산리튬을 국내 최초 생산할 계획이다.리튬플러스 관계자는 “제작 완료된 생산설비는 6월까지 순차적으로 설치하고 시험 가동할 예정”이라며 “본격적인 양산·판매가 시작되는 7월부터 연간 3천600억원 이상의 매출이 발생할 것”이라고 말했다.리튬플러스가 25일 금산군 리튬 생산공장 장비 입고를 시작했다. [사진=리튬플러스]리튬플러스는 지난 21일 충남 금산군 리튬생산공장 등록을 위한 인허가 접수를 완료했다. 생산 공장은 약 4층 높이, 3천600톤 규모다. 핵심 생산기술은 저급(등외품) 탄산리튬·수산화리튬을 초고순도로 변환하는 기술이다.회사 관계자는 “7월 금산군 생산공장 가동에 이어 약 4만톤 규모의 제2공장 설립에 나설 계획”이라며 “제2공장 구축을 위한 각종 지자체 인허가·국내외 자금 조달을 진행 중”이라고 설명했다.이어 “원자재가 상승, 글로벌 지정학적 리스크, 친환경차 수요 증가 등으로 리튬 공급난이 이어지는 가운데 리튬 생산을 앞당길 수 있도록 힘쓰겠다”고 덧붙였다.한편, 국내에서 사용되는 배터리용 리튬은 대부분 중국 시장에 의존하고 있다. 중국 원자재 시장조사기관 성이서에 따르면 지난 22일 배터리용 탄산리튬 가격은 톤당 49만 5천위안을 기록했다. 지난해 초 톤당 6만 위안에 불과했던 가격 대비 약 8배 급등했다."
"현대사료, 오는 28일 하루 거래정지",2022-03-25 17:51,조선비즈,"오는 28일 현대사료(016790) 주식 거래가 하루 동안 정지된다.일반적으로 27~30도의 고온이 지속되면 가축 체온이 상승하고 사료 섭취량도 감소한다. 농가에서는 소에게 선풍기를 틀어주고, 비타민을 먹이며 폭염을 견뎠다.한국거래소 시장감시위원회는 현대사료 보통주에 대해 투자 경고 종목 지정 후 주가가 40% 이상 급등하면서 오는 28일 1일간 매매 거래가 정지된다고 25일 공시했다.주가가 일정 기간 급등해 투자유의가 필요한 종목은 ‘투자주의종목→투자 경고 종목→투자위험종목’ 단계로 시장경보 종목으로 지정된다. 투자경고·위험종목 단계에서는 매매가 정지될 수 있다.이날 현대사료 주가는 전일 대비 가격제한폭까지 오른 6만9200원에 마감했다. 지난 21일 카나리아바이오(전 두올물산)의 현대사료 인수 소식에 이어 최근 곡물 가격 상승 우려가 겹치며 이날까지 5거래일 연속 상한가를 기록했다."
"이부진·이서현, 삼성SDS 주식 302만주 처분",2022-03-25 17:49,이데일리,[이데일리 최영지 기자] 삼성SDS(018260)는 이부진 호텔신라 사장과 이서현 삼성복지재단 이사장이 보유 주식 총 301만8860주를 처분했다고 25일 공시했다.이들은 지난 22일 1인당 150만9430주씩 시간 외 매매 방식을 통해 주식을 매도했다. 처분 단가는 주당 12만7680원이다.두 사람이 보유한 삼성SDS 주식은 각각 151만1584주(1.95%)로 줄었다.
"에스피시스템스, 5억원 규모 자사주 처분 결정",2022-03-25 17:48,이데일리,"[이데일리 김윤지 기자] 에스피시스템스(317830)는 자사주 10만주를 5억원에 처분 결정했다고 25일 공시했다. 처분 대상 주식은 주당 5000원으로, 처분예정기간은 2022년 03월 30일부터 2025년 03월 29일까지다.회사 측은 처분 목적에 대해 “주식매수선택권 행사에 따른 자기주식 교부”라고 설명했다."
"코스피 '제자리 걸음' 속 2차전지株↑…LG엔솔 7%, 삼성SDI 2%",2022-03-25 17:45,머니투데이,"[내일의 전략]/사진=임종철 디자이너국내 증시가 등락을 반복한 끝에 강보합으로 장을 마쳤다.25일 코스피는 전일 보다 0.32포인트(0.01%) 오른 2729.98에 마감했다. 이날 상승 출발했던 코스피는 장 중간 등락을 반복하는 모양새를 보이다 가까스로 강보합으로 끝마쳤다.외국인, 기관이 각각 5558억원, 1328억원 팔아치운 가운데 개인이 6696억원을 사들였다.업종 별로는 의료정밀과 비금속광물이 1%대 상승세를 보였다. 전기전자, 운수창고, 증권은 강보합이었다. 반면 철강금속, 기계, 운수창고는 1%대 하락했고 음식료품, 섬유의복, 종이목재 등은 약보합세였다.시가총액 상위 종목 중에선 2차 전지 관련주인 LG에너지솔루션이 7.60%, 삼성SDI가 1.88% 올랐다. 특히 코스피 시장 상장 이후 약세를 보여왔던 LG에너지솔루션은 이날까지 8거래일 연속 오름세를 보이며 '시총 100조'를 회복했다. 반면 SK하이닉스, NAVER는 2%대 하락했다. 삼성전자는 보합으로 마감해 '6만 전자'를 유지했다.코스닥은 전 거래일보다 2.94포인트(0.32%) 오른 934.69에 장을 마치며 코스피에 비해선 상대적으로 강세를 보였다.외인과 기관이 각각 240억원, 251억원 순매수한 반면 개인이 322억원 순매도했다.업종 별로는 통신서비스, 통신장비가 1%대 올랐다. 반면 방송서비스, 인터넷, 섬유의류는 약보합을 기록했다.코스닥 2차 전지주인 엘앤에프(2.82%), 에코프로비엠(0.68%)이 상승 마감했다. 반면 천보는 약보합으로 장을 마무리했다. 코스닥 시총 상위 종목 가운데 위메이드는 전일 보다 4.38% 내려 가장 급락했다.앞서 미국 증시가 반도체 업종 강세 속에서 상승 마감한 가운데 국내 증시는 뚜렷한 오름세를 보이지 못하고 이번주 장을 마쳤다.박광남, 박수진 미래에셋증권 연구원은 ""한국 주요 지수가 혼조세를 보였다""며 ""코스닥은 외국인 매도가 축소되며 상승 전환했다. 미국 증시가 고용지표 호조와 러시아-우크라이나의 휴전협상 진전으로 상승한 점도 지수 하방을 방어한 요인""이라 했다.아울러 ""LG에너지솔루션, 삼성SDI 등 2차 전지 대표주와 코스닥 2차 전지 소재주 위주의 강세가 보였다""며 ""LG에너지솔루션은 북·미 배터리 시장 투자 기대에 따라 목표주가가 상향됐고, 최근 원자재 가격 부담을 판가 전가를 통해 수익성을 개선할 것으로 기대하고 있다""고 했다.이경민 대신증권 연구원은 ""코스피는 외국인 현·선물 순매도 속에 2720선에서 제한적 등락을 반복했다""며 ""전날 미국 반도체 주가 강세 및 경제지표 호조 영향으로 미국 증시는 상승마감 했지만 코스피는 뚜렷한 방향성을 보이지 못했다""고 분석했다.이어 ""코스피가 불안한 등락과정을 보이고 있는 이유는 기술적 반등의 한계에 봉착해 있기 때문""이라며 ""단기적으로 견조한 흐름으로 보인 것에 따른 부담이 오히려 커지고 있고 아직 실질적인 모멘텀 변화가 완전히 가시화되지 않았다""고 덧붙였다."
"KTB금융그룹, 다올금융그룹으로 새 출발 ‘혁신 종합금융그룹으로 도약’",2022-03-25 17:45,아이뉴스24,"다올금융그룹, 새 사명·CI 공개다올금융그룹이 25일 여의도 본사에서 열린 ‘신규 사명 및 CI 선포식’에서 그룹 비전을 제시하고 새로운 출발을 한다고 밝혔다.다올금융그룹은 KTB금융그룹의 새 이름이다. ‘KTB’는 KTB투자증권의 전신인 한국종합기술금융(KTB)에서 시작된 이름으로 벤처캐피탈 사업을 주력으로 영위하던 시절인 2000년도에 붙여진 사명이다. 20여년이 지난 현재 다올금융그룹은 국내외 13개 계열회사를 운영하는 종합금융그룹으로 성장했다. 올해는 이러한 위상과 이미지를 반영한 새로운 사명과 CI로 단장해 제2의 도약에 나섰다.다올금융그룹이 25일 새로운 CI를 공개했다. [사진=다올금융그룹]‘다올’은 ‘하는 일마다 복이 온다’는 의미의 순우리말이다. ‘혁신적 금융서비스 제공을 통해 고객의 성공과 함께 한다’는 그룹의 가치체계를 포괄하고 있다. 또한 순우리말 ‘다올’은 K-wave를 반영하고 있어 글로벌 비즈니스에 있어 차별성을 갖고 있다.다올금융그룹 관계자는 “고객의 성공과 적극적 주주환원을 최우선 목표로 그룹 임직원 모두가 혼신의 힘을 다해 제2의 도약에 나설 것”이라며, “디지털 전환과 글로벌 네트워크를 활용한 새로운 비즈니스 모델과 서비스를 제공하며 계속해서 진화해 나갈 것”고 강조했다.다올금융그룹은 선포식에서 그룹의 비전도 제시했다. ‘고객과 함께 성장하는 혁신 금융그룹’을 목표로 ‘JUMP-UP 2024’ 전략을 발표했다.이병철 회장이 25일 오전 다올금융그룹 여의도 본사에서 열린 다올금융그룹 ‘신규 사명 및 CI 선포식’에서 기념사를 낭독하고 있다. [사진=다올금융그룹]이병철 다올금융그룹 회장은 기념사를 통해 “누구보다 먼저 시장 혁신을 주도하고 고객 수요를 선도하는 트렌드 세터(Trend Setter)로 자리매김해야 한다”며 “더 나아가 패러다임 변화를 선도하고 신시장을 개척하는 퍼스트 무버(First Mover)로 거듭나야 한다”고 말했다.한편 다올금융그룹은 현재 국내외 13개 계열회사를 운영하고 있다. 국내는 다올투자증권, 다올저축은행, 다올인베스트먼트(VC), 다올자산운용, 다올프라이빗에쿼티(PE), 다올신용정보 등 6개 회사를 운영하고 있다. 해외법인은 태국에 현지법인 DAOL(Thailand)를 비롯해 증권, 자산운용, 리츠 등 5개 법인을 보유하고 있다. 미국은 DAOL Ventures, DAOL New York 등 2개사가 진출해 있다. 또한 중국 상해에는 벤처투자를 위한 사무소를 두고 있다."
'현대사료' 5거래일 연속 상한가에 28일 하루 거래정지(종합),2022-03-25 17:43,뉴스1,29.83% 오른 6만9200원에 마감방한복을 입은 송아지. (사진은 기사 내용과 무관함) /뉴스1 © News1(서울=뉴스1) 정지형 기자 = 현대사료가 투자경고종목 지정에도 주가가 5거래일 연속 상한가를 기록해 28일 하루 거래가 정지된다.25일 한국거래소 시장감시위원회는 현대사료가 투자경고종목 지정 이후 주가가 2일간 40% 이상 급등했다며 28일 하루 거래 정지 조처를 내렸다.앞서 현대사료는 전날 투자경고종목으로 지정되면서 매매거래 정지가 예고된 바 있다.현대사료는 이날도 상한가인 29.83%(1만5900원) 오른 6만9200원에 거래를 마쳤다.최근 5거래일 연속 상한가를 기록해 주가는 지난 21일(2만4300원) 대비 2.8배 올랐다.해당 기간 투자자별 거래실적을 보면 개인과 기관은 각각 60억6938만원 2536만원을 순매도했으나 외국인이 30억3624만원을 순매수하면서 주가 상승을 이끌었다.기관투자자에 속하지 않은 국내 법인으로 통칭되는 기타법인도 20억3422만원을 사들였다.우크라이나 전쟁으로 전 세계 곡물 가격이 오르자 곡물로 생산되는 사료 업종으로 투자 자금이 몰리는 모습이다.보조사료 업체인 애드바이오텍도 16.56% 급등했으며 케이씨피드(5.77%) 우진비앤지(1.7%) 씨티씨바이오(1.51%) 등도 상승 마감했다.
"궈밍쩡 유안타증권 대표, 연임 성공…2025년까지 회사 이끈다",2022-03-25 17:42,데일리안,"유안타증권 궈밍쩡 대표이사 ⓒ유안타증권[데일리안 = 이충재 기자] 궈밍쩡 유안타증권 대표이사가 연임에 성공했다.유안타증권은 25일 서울시 중구 유안타증권빌딩에서 주주총회를 열고 궈밍쩡 대표이사를 3년 임기로 재선임했다고 밝혔다.궈밍쩡 대표는 대만 출신으로 지난 2015부터 2019년까지 유안타그룹에서 근무했다. 이후 2019년 3월부터 유안타증권 대표이사로 선임돼 회사를 이끌고 있다.이날 주총에서는 지난 2014년부터 2019년까지 대표이사를 역임했던 황웨이청 기타 비상무 이사의 재선임안도 의결됐다. 황웨이청 이사의 임기도 3년이다.이와 함께 보통주 1주당 180원, 우선주 230원의 현금 배당안도 승인됐다. 보통주와 우선주의 배당수익률은 각각 4.5%, 5.5%다. 배당금 총액은 367억원이다."
[레이더M] '인플루언서 매칭 플랫폼'에 투자한 사모펀드,2022-03-25 17:42,매일경제,"한투파·키움PE, 레뷰코퍼 지분 78% 취득기업가치 700억으로 평가…향후 IPO 나설 듯해외 시장 성장 잠재력에 주목[본 기사는 03월 25일(16:46) '레이더M'에 보도 된 기사입니다]온라인 인플루언서와 광고주를 연결해주는 플랫폼 회사가 사모펀드를 새로운 주인으로 맞이했다. 2014년 설립된 레뷰코퍼레이션이 그 주인공이다. 초기 투자 시장에서만 주목받았던 플랫폼에 대한 관심이 경영권 거래 분야로 확대되는 모양새다.25일 투자은행(IB) 업계에 따르면 한국투자파트너스와 키움PE는 함께 조성한 펀드로 레뷰코퍼레이션 지분 78%를 인수했다. 전체 거래 규모는 562억원이었다. 거래 쌍방은 레뷰의 기업가치를 700억원 정도로 평가했다. LG유플러스는 약 72억원을 투자해 3대 주주로 합류하게 됐다. 향후 레뷰와 지역 소상공인을 타깃으로 하는 인플루언서 마케팅 솔루션을 강화할 방침이다. LG유플러스 입장에선 전략적 시너지를 고려해 투자에 나섰다 볼 수 있다.2014년 설립된 레뷰코퍼레이션은 국내에서 유일하게 정착한 인플루언서 매칭 플랫폼 '레뷰'를 운영 중이다. 이 플랫폼에선 유명 인플루언서와 광고주를 연결하며 수익을 창출한다. 가게를 운영하는 소상공인, 브랜드와 상품 홍보 수요를 지닌 기업에게 적절한 콘셉트의 인플루언서를 추천해주는 것이다. 레뷰는 인플루언스를 위한 협찬 마케팅 플랫폼(레뷰 셀렉트), 개방형 인플루언서 플랫폼(레뷰 파트너스) 등으로 사업을 확장하고 있다. 인플루언서를 위한 종합 솔루션 플랫폼으로 성장하기 위해서다.두 사모펀드는 레뷰 플랫폼의 성장 가능성이 높다고 판단했다. 특히 동남아를 필두로 해외에서 뻗어나갈 잠재력에 주목했다. 레뷰는 국내를 넘어 베트남, 태국, 인도네시아, 대만, 필리핀 등 동남아 5개국에서 성공적으로 서비스를 론칭했다. 최근엔 중국 인플루언서 '왕홍'을 대리하는 에이전시 회사(오엠)을 인수하며 현지 시장 진출의 첫 발을 떼기도 했다.거래에 정통한 관계자는 ＂기존 사업 뿐 아니라 해외 시장에서 추가로 확장해나갈 잠재력이 크다고 판단한 것으로 안다＂며 ＂이미 동남아에선 어느 정도 정착했다고 판단되는 상황＂이라고 말했다.새로운 주주들은 향후 레뷰의 기업공개(IPO)를 추진할 예정이다. 현재 유통 시장에서 레뷰와 사업 모델이 완전히 똑같은 회사를 찾긴 힘들다. 하지만 플랫폼에 기반해 성장한 기업들은 코스닥에 연이어 입성하고 있다. IB 업계에선 원티드랩과 케어랩스, 키다리스튜디오 등을 레뷰의 비교 기업군으로 뽑는 분위기다.2021년도 기준 레뷰의 매출액과 영업이익은 각각 230억원, 23억원 정도로 알려져 있다. IB 업계 관계자는 ＂플랫폼으로 출발해 사업 모델이 정착한 곳들이 대거 코스닥 상장사로 자리잡은 바 있다＂며 ＂레뷰 역시 실적이 우상향을 그려왔고 영업흑자도 거둬온 만큼 상장하는 데 큰 무리가 없는 상황＂이라고 말했다."
장 중 기업공시[3월 25일],2022-03-25 17:42,서울경제,[서울경제]<유가증권>▲SNT중공업(003570)=현대위아와 283억 원 규모 박격포-II 후속 양산 사업 계약 체결 ▲일진다이아(081000)=신광섭 단독 대표 선임 ▲미래아이앤지(007120)=신한은행과 6억 원 규모 SWIFT 솔루션 업그레이드 물품 공급계약 체결 ▲남해화학(025860)=단기차입금 2970억 원 규모 증가 결정 ▲CS홀딩스(000590)·조선선재(120030)=장원영 대표이사 신규 선임 ▲대원강업(000430)=김항수 대표이사 추가 선임 ▲농심(004370)=박준·이병학 대표이사로 변경 ▲한국주강(025890)=맨오브스틸에 28억 원 규모 불용자산 매각대 처분 결정 ▲태경산업=김해련·김민정·김병식 각자 대표이사로 변경 ▲KCTC(009070)=류주환 대표이사 신규 선임 ▲삼양사(145990)=최낙현·강호성 대표이사로 변경 ▲대한제당(001790)=강승우 대표이사로 변경 ▲조일알미늄(018470)=이영호·성원모 대표이사로 변경 ▲삼진제약(005500)=장홍순 대표이사 임기 만료 ▲핸즈코퍼레이션(143210)=스페인 르노와 1096억 원 규모 자동차용 알루미늄 휠 공급계약 체결 ▲보령제약(003850)=김정균·장두현 대표이사로 변경 ▲SK텔레콤(017670)=등기임원에 보통주 29만 5275주의 주식매수선택권 부여<25일><코스닥>▲지놈앤컴퍼니(314130)=배지수·박한수·서영진 각자 대표이사로 변경 ▲알에스오토메이션(140670)=로크웰오토메이션과 630억 원 규모 로봇 모션 제어기 공급계약 결정 ▲동국S&C(100130)=염수봉풍력발전과 319억 원 풍력발전단지 공사 도급계약 체결 ▲드래곤플라이(030350)=김재식·원명수 각자 대표로 변경 ▲이수앱지스(086890)=황엽 대표이사 신규 선임 ▲와이아이케이(232140)=삼성전자와 241억 원 규모 반도체 검사 장비 공급계약 체결 ▲플랜티넷(075130)=김태주 단독 대표이사로 변경 ▲케이비제19호스팩(330990)=최웅 대표이사로 변경 ▲명성티엔에스(257370)=김준규·김준섭 각자 대표로 변경 ▲엑사이엔씨(054940)=김성후·김문환 각자 대표이사로 변경 ▲이글루시큐리티(067920)=이글루코퍼레이션으로 상호 변경 ▲메지온(140410)=유데나필 신약허가신청(NDA) 철회 ▲나스미디어(089600)=박평권 대표이사 신규 선임<25일>
"이부진·이서현, 삼성SDS 주식 301만8860주 처분",2022-03-25 17:41,아시아경제,삼성에스디에스(삼성SDS)는 이부진 호텔신라 사장과 이서현 삼성복지재단 이사장이 회사 주식 총 301만8860주를 처분했다고 25일 공시했다.이로써 두 사람이 보유한 삼성SDS 주식은 각각 151만1584주(1.95%)로 줄었다.앞서 이들은 지난 22일 1인당 150만9430주씩 시간 외 매매 방식으로 주식을 매도했다. 처분 단가는 주당 12만7680원이다.
