word,stock
날벼락,오스템
부활,이엠텍
내리막,이엠텍
출격,풀무원
데일,이스트아시아홀딩스
전조,코리아에스이
웃음,대성창투
종식,현대바이오
피하,코리아에스이
짤,바이오로그디바이스
항해,KCC건설
태,한양증권
적기,씨앗
디즈니,디어유
부꾸미,한국경제TV
뭉칫돈,현대로템
띄우기,하이소닉
천슬,상보
신형,웰바이오텍
동치,대성에너지
반토막,크래프톤
